,vertices,delta,runtime,deltafactor,seed
16212,10000,3218,2,98,243
16213,10000,1892,2,95,240
16214,10000,1892,2,97,240
16215,10000,920,2,96,245
16216,10000,4111,2,98,244
16217,10000,4111,2,99,244
16218,10000,1804,2,95,241
16219,10000,1804,2,97,241
16220,10000,1757,2,96,246
16221,10000,920,2,99,245
16222,10000,920,3,98,245
16223,10000,2289,2,95,242
16224,10000,2289,2,97,242
16225,10000,2367,2,96,247
16226,10000,1757,2,99,246
16227,10000,1757,2,98,246
16228,10000,3218,2,95,243
16229,10000,3218,3,97,243
16230,10000,799,2,96,248
16231,10000,2367,2,99,247
16232,10000,2367,2,98,247
16233,10000,4111,2,95,244
16234,10000,4111,2,97,244
16235,10000,1633,2,96,249
16236,10000,799,2,99,248
16237,10000,799,2,98,248
16238,10000,920,2,95,245
16239,10000,920,2,97,245
16240,10000,764,2,96,250
16241,10000,1633,2,99,249
16242,10000,1633,2,98,249
16243,10000,1757,2,95,246
16244,10000,1757,2,97,246
16245,10000,4563,2,96,251
16246,10000,764,2,99,250
16247,10000,764,2,98,250
16248,10000,2367,2,95,247
16249,10000,2367,2,97,247
16250,10000,2191,2,96,252
16251,10000,4563,2,99,251
16252,10000,4563,2,98,251
16253,10000,799,2,95,248
16254,10000,799,2,97,248
16255,10000,4077,2,96,253
16256,10000,2191,2,99,252
16257,10000,2191,2,98,252
16258,10000,1633,2,95,249
16259,10000,1633,2,97,249
16260,10000,2814,2,96,254
16261,10000,4077,2,99,253
16262,10000,4077,2,98,253
16263,10000,764,2,95,250
16264,10000,764,2,97,250
16265,10000,2908,2,96,255
16266,10000,2814,2,99,254
16267,10000,2814,2,98,254
16268,10000,4563,2,95,251
16269,10000,4563,2,97,251
16270,10000,860,3,96,256
16271,10000,2908,2,99,255
16272,10000,2908,2,98,255
16273,10000,2191,2,95,252
16274,10000,2191,2,97,252
16275,10000,860,2,99,256
16276,10000,2079,3,96,257
16277,10000,860,2,98,256
16278,10000,4077,2,95,253
16279,10000,4077,2,97,253
16280,10000,2079,2,99,257
16281,10000,1260,2,96,258
16282,10000,2079,2,98,257
16283,10000,2814,2,95,254
16284,10000,2814,2,97,254
16285,10000,1260,2,99,258
16286,10000,1368,2,96,259
16287,10000,1260,2,98,258
16288,10000,2908,2,95,255
16289,10000,1368,2,99,259
16290,10000,2908,2,97,255
16291,10000,1116,2,96,260
16292,10000,1368,2,98,259
16293,10000,860,2,95,256
16294,10000,1116,2,99,260
16295,10000,860,2,97,256
16296,10000,5460,2,96,261
16297,10000,1116,2,98,260
16298,10000,2079,2,95,257
16299,10000,5460,2,99,261
16300,10000,2079,2,97,257
16301,10000,1691,2,96,262
16302,10000,5460,2,98,261
16303,10000,1691,2,99,262
16304,10000,1260,3,95,258
16305,10000,1260,2,97,258
16306,10000,822,2,96,263
16307,10000,1691,2,98,262
16308,10000,1368,2,95,259
16309,10000,822,3,99,263
16310,10000,1368,2,97,259
16311,10000,1060,2,96,264
16312,10000,822,2,98,263
16313,10000,1116,2,95,260
16314,10000,1060,2,99,264
16315,10000,1116,2,97,260
16316,10000,4717,2,96,265
16317,10000,5460,2,95,261
16318,10000,1060,3,98,264
16319,10000,4717,2,99,265
16320,10000,5460,2,97,261
16321,10000,669,2,96,266
16322,10000,1691,2,95,262
16323,10000,4717,2,98,265
16324,10000,1691,2,97,262
16325,10000,669,3,99,266
16326,10000,762,2,96,267
16327,10000,822,2,95,263
16328,10000,669,2,98,266
16329,10000,822,2,97,263
16330,10000,1528,2,96,268
16331,10000,762,3,99,267
16332,10000,1060,2,95,264
16333,10000,762,2,98,267
16334,10000,1060,2,97,264
16335,10000,931,2,96,269
16336,10000,1528,2,99,268
16337,10000,4717,2,95,265
16338,10000,1528,3,98,268
16339,10000,4717,2,97,265
16340,10000,1231,2,96,270
16341,10000,931,3,99,269
16342,10000,669,2,95,266
16343,10000,669,2,97,266
16344,10000,1162,2,96,271
16345,10000,931,3,98,269
16346,10000,1231,2,99,270
16347,10000,762,3,95,267
16348,10000,762,2,97,267
16349,10000,717,3,96,272
16350,10000,1231,2,98,270
16351,10000,1162,2,99,271
16352,10000,1528,2,95,268
16353,10000,1528,2,97,268
16354,10000,977,2,96,273
16355,10000,1162,2,98,271
16356,10000,717,2,99,272
16357,10000,931,2,95,269
16358,10000,931,2,97,269
16359,10000,4423,2,96,274
16360,10000,717,2,98,272
16361,10000,977,2,99,273
16362,10000,1231,2,95,270
16363,10000,1231,2,97,270
16364,10000,1973,2,96,275
16365,10000,977,2,98,273
16366,10000,4423,2,99,274
16367,10000,1162,2,95,271
16368,10000,1162,2,97,271
16369,10000,1079,2,96,276
16370,10000,4423,2,98,274
16371,10000,1973,2,99,275
16372,10000,717,2,95,272
16373,10000,717,2,97,272
16374,10000,1973,2,98,275
16375,10000,639,3,96,277
16376,10000,1079,2,99,276
16377,10000,977,2,97,273
16378,10000,977,3,95,273
16379,10000,1079,2,98,276
16380,10000,840,3,96,278
16381,10000,639,2,99,277
16382,10000,4423,2,97,274
16383,10000,4423,2,95,274
16384,10000,639,2,98,277
16385,10000,1786,2,96,279
16386,10000,840,2,99,278
16387,10000,1973,2,97,275
16388,10000,1973,2,95,275
16389,10000,840,2,98,278
16390,10000,2471,2,96,280
16391,10000,1786,2,99,279
16392,10000,1079,3,97,276
16393,10000,1786,2,98,279
16394,10000,1079,3,95,276
16395,10000,2830,2,96,281
16396,10000,2471,2,99,280
16397,10000,639,2,97,277
16398,10000,2471,2,98,280
16399,10000,639,2,95,277
16400,10000,1046,2,96,282
16401,10000,2830,2,99,281
16402,10000,840,2,97,278
16403,10000,2830,2,98,281
16404,10000,3777,2,96,283
16405,10000,840,3,95,278
16406,10000,1046,2,99,282
16407,10000,1786,2,97,279
16408,10000,1046,3,98,282
16409,10000,1739,2,96,284
16410,10000,1786,2,95,279
16411,10000,3777,2,99,283
16412,10000,2471,2,97,280
16413,10000,3777,2,98,283
16414,10000,5290,2,96,285
16415,10000,2471,2,95,280
16416,10000,1739,2,99,284
16417,10000,2830,2,97,281
16418,10000,1739,2,98,284
16419,10000,2652,2,96,286
16420,10000,2830,2,95,281
16421,10000,5290,2,99,285
16422,10000,1046,2,97,282
16423,10000,5290,2,98,285
16424,10000,6278,2,96,287
16425,10000,1046,2,95,282
16426,10000,2652,2,99,286
16427,10000,3777,2,97,283
16428,10000,2652,2,98,286
16429,10000,1573,2,96,288
16430,10000,3777,2,95,283
16431,10000,6278,2,99,287
16432,10000,1739,2,97,284
16433,10000,6278,2,98,287
16434,10000,1316,2,96,289
16435,10000,1739,2,95,284
16436,10000,1573,2,99,288
16437,10000,5290,2,97,285
16438,10000,1573,3,98,288
16439,10000,6625,2,96,290
16440,10000,5290,2,95,285
16441,10000,1316,2,99,289
16442,10000,2652,2,97,286
16443,10000,1316,2,98,289
16444,10000,867,2,96,291
16445,10000,2652,2,95,286
16446,10000,6625,2,99,290
16447,10000,6278,2,97,287
16448,10000,6625,2,98,290
16449,10000,1186,2,96,292
16450,10000,6278,2,95,287
16451,10000,1573,2,97,288
16452,10000,867,3,99,291
16453,10000,867,2,98,291
16454,10000,1422,2,96,293
16455,10000,1573,2,95,288
16456,10000,1316,2,97,289
16457,10000,1186,2,99,292
16458,10000,1523,2,96,294
16459,10000,1316,2,95,289
16460,10000,1186,3,98,292
16461,10000,6625,2,97,290
16462,10000,1422,2,99,293
16463,10000,1860,2,96,295
16464,10000,6625,2,95,290
16465,10000,1422,2,98,293
16466,10000,867,2,97,291
16467,10000,1523,2,99,294
16468,10000,6671,2,96,296
16469,10000,867,2,95,291
16470,10000,1523,3,98,294
16471,10000,1186,2,97,292
16472,10000,1860,2,99,295
16473,10000,2379,2,96,297
16474,10000,1186,2,95,292
16475,10000,1860,2,98,295
16476,10000,1422,2,97,293
16477,10000,6671,2,99,296
16478,10000,3683,2,96,298
16479,10000,1422,2,95,293
16480,10000,6671,2,98,296
16481,10000,1523,2,97,294
16482,10000,2379,2,99,297
16483,10000,3256,2,96,299
16484,10000,1523,2,95,294
16485,10000,2379,2,98,297
16486,10000,1860,2,97,295
16487,10000,3683,2,99,298
16488,10000,4291,2,96,300
16489,10000,1860,2,95,295
16490,10000,3683,2,98,298
16491,10000,6671,2,97,296
16492,10000,3256,2,99,299
16493,10000,1145,2,96,301
16494,10000,6671,2,95,296
16495,10000,3256,2,98,299
16496,10000,2379,2,97,297
16497,10000,4291,2,99,300
16498,10000,5441,2,96,302
16499,10000,2379,2,95,297
16500,10000,4291,2,98,300
16501,10000,3683,2,97,298
16502,10000,1145,2,99,301
16503,10000,1599,2,96,303
16504,10000,3683,2,95,298
16505,10000,1145,2,98,301
16506,10000,3256,2,97,299
16507,10000,5441,2,99,302
16508,10000,1219,2,96,304
16509,10000,3256,2,95,299
16510,10000,5441,2,98,302
16511,10000,4291,2,97,300
16512,10000,1599,2,99,303
16513,10000,1715,2,96,305
16514,10000,4291,2,95,300
16515,10000,1599,2,98,303
16516,10000,1145,2,97,301
16517,10000,3731,2,96,306
16518,10000,1219,2,99,304
16519,10000,1145,2,95,301
16520,10000,1219,2,98,304
16521,10000,5441,2,97,302
16522,10000,1715,2,99,305
16523,10000,1330,3,96,307
16524,10000,5441,2,95,302
16525,10000,1599,2,97,303
16526,10000,1715,3,98,305
16527,10000,3731,2,99,306
16528,10000,1283,2,96,308
16529,10000,1599,2,95,303
16530,10000,1219,2,97,304
16531,10000,3731,2,98,306
16532,10000,1330,2,99,307
16533,10000,867,2,96,309
16534,10000,1219,2,95,304
16535,10000,1715,2,97,305
16536,10000,1330,2,98,307
16537,10000,1283,2,99,308
16538,10000,2056,2,96,310
16539,10000,1715,2,95,305
16540,10000,3731,2,97,306
16541,10000,1283,2,98,308
16542,10000,867,2,99,309
16543,10000,1645,2,96,311
16544,10000,3731,2,95,306
16545,10000,1330,2,97,307
16546,10000,867,3,98,309
16547,10000,2056,2,99,310
16548,10000,7176,2,96,312
16549,10000,1330,2,95,307
16550,10000,1283,2,97,308
16551,10000,2056,2,98,310
16552,10000,1645,2,99,311
16553,10000,6105,2,96,313
16554,10000,1283,2,95,308
16555,10000,867,2,97,309
16556,10000,1645,2,98,311
16557,10000,7176,2,99,312
16558,10000,1688,2,96,314
16559,10000,867,2,95,309
16560,10000,2056,2,97,310
16561,10000,7176,2,98,312
16562,10000,6105,2,99,313
16563,10000,3217,2,96,315
16564,10000,2056,2,95,310
16565,10000,6105,2,98,313
16566,10000,1645,3,97,311
16567,10000,1688,2,99,314
16568,10000,921,3,96,316
16569,10000,1645,2,95,311
16570,10000,1688,2,98,314
16571,10000,7176,2,97,312
16572,10000,3217,3,99,315
16573,10000,1504,3,96,317
16574,10000,7176,2,95,312
16575,10000,3217,2,98,315
16576,10000,6105,2,97,313
16577,10000,921,2,99,316
16578,10000,2702,2,96,318
16579,10000,6105,2,95,313
16580,10000,921,2,98,316
16581,10000,1688,2,97,314
16582,10000,1504,2,99,317
16583,10000,1856,2,96,319
16584,10000,1688,2,95,314
16585,10000,1504,2,98,317
16586,10000,2702,2,99,318
16587,10000,3217,2,97,315
16588,10000,1010,2,96,320
16589,10000,3217,2,95,315
16590,10000,2702,2,98,318
16591,10000,1856,2,99,319
16592,10000,921,2,97,316
16593,10000,921,2,95,316
16594,10000,1730,2,96,321
16595,10000,1856,2,98,319
16596,10000,1010,2,99,320
16597,10000,1504,2,97,317
16598,10000,1504,2,95,317
16599,10000,624,2,96,322
16600,10000,1730,2,99,321
16601,10000,1010,3,98,320
16602,10000,2702,2,97,318
16603,10000,2702,2,95,318
16604,10000,1955,2,96,323
16605,10000,624,2,99,322
16606,10000,1730,2,98,321
16607,10000,1856,2,97,319
16608,10000,1856,2,95,319
16609,10000,1560,2,96,324
16610,10000,1955,2,99,323
16611,10000,624,3,98,322
16612,10000,1010,2,97,320
16613,10000,1010,2,95,320
16614,10000,1735,2,96,325
16615,10000,1560,2,99,324
16616,10000,1955,2,98,323
16617,10000,1730,2,97,321
16618,10000,1730,3,95,321
16619,10000,4993,2,96,326
16620,10000,1735,2,99,325
16621,10000,1560,2,98,324
16622,10000,624,2,97,322
16623,10000,1299,2,96,327
16624,10000,624,3,95,322
16625,10000,4993,2,99,326
16626,10000,1735,2,98,325
16627,10000,1955,2,97,323
16628,10000,719,2,96,328
16629,10000,1955,2,95,323
16630,10000,1299,2,99,327
16631,10000,4993,2,98,326
16632,10000,1560,2,97,324
16633,10000,1308,2,96,329
16634,10000,1560,2,95,324
16635,10000,719,3,99,328
16636,10000,1299,2,98,327
16637,10000,1735,2,97,325
16638,10000,2636,2,96,330
16639,10000,1735,2,95,325
16640,10000,1308,2,99,329
16641,10000,719,2,98,328
16642,10000,4993,2,97,326
16643,10000,1750,2,96,331
16644,10000,4993,2,95,326
16645,10000,2636,2,99,330
16646,10000,1308,2,98,329
16647,10000,1299,2,97,327
16648,10000,2500,2,96,332
16649,10000,1299,2,95,327
16650,10000,1750,2,99,331
16651,10000,2636,2,98,330
16652,10000,1498,2,96,333
16653,10000,719,3,97,328
16654,10000,2500,2,99,332
16655,10000,719,3,95,328
16656,10000,1750,2,98,331
16657,10000,1384,2,96,334
16658,10000,1308,2,97,329
16659,10000,1498,2,99,333
16660,10000,1308,2,95,329
16661,10000,2500,2,98,332
16662,10000,1201,2,96,335
16663,10000,2636,2,97,330
16664,10000,1384,2,99,334
16665,10000,2636,2,95,330
16666,10000,1498,2,98,333
16667,10000,1750,2,97,331
16668,10000,1365,3,96,336
16669,10000,1201,2,99,335
16670,10000,1384,2,98,334
16671,10000,1750,2,95,331
16672,10000,2500,2,97,332
16673,10000,2003,2,96,337
16674,10000,1365,2,99,336
16675,10000,1201,2,98,335
16676,10000,2500,2,95,332
16677,10000,1498,2,97,333
16678,10000,4557,2,96,338
16679,10000,2003,2,99,337
16680,10000,1365,2,98,336
16681,10000,1498,2,95,333
16682,10000,1384,2,97,334
16683,10000,862,2,96,339
16684,10000,4557,2,99,338
16685,10000,1384,2,95,334
16686,10000,2003,3,98,337
16687,10000,1201,2,97,335
16688,10000,670,2,96,340
16689,10000,862,3,99,339
16690,10000,1201,2,95,335
16691,10000,4557,2,98,338
16692,10000,1365,2,97,336
16693,10000,7138,2,96,341
16694,10000,670,2,99,340
16695,10000,1365,2,95,336
16696,10000,2003,2,97,337
16697,10000,862,3,98,339
16698,10000,1300,2,96,342
16699,10000,7138,2,99,341
16700,10000,2003,2,95,337
16701,10000,4557,2,97,338
16702,10000,6816,2,96,343
16703,10000,1300,2,99,342
16704,10000,670,3,98,340
16705,10000,4557,2,95,338
16706,10000,862,3,97,339
16707,10000,1148,2,96,344
16708,10000,6816,2,99,343
16709,10000,7138,2,98,341
16710,10000,862,2,95,339
16711,10000,670,3,97,340
16712,10000,1138,2,96,345
16713,10000,1148,2,99,344
16714,10000,1300,2,98,342
16715,10000,670,2,95,340
16716,10000,7138,2,97,341
16717,10000,1333,2,96,346
16718,10000,1138,2,99,345
16719,10000,6816,2,98,343
16720,10000,7138,2,95,341
16721,10000,1486,2,96,347
16722,10000,1300,3,97,342
16723,10000,1148,2,98,344
16724,10000,1333,3,99,346
16725,10000,1300,3,95,342
16726,10000,6140,2,96,348
16727,10000,6816,2,97,343
16728,10000,1138,2,98,345
16729,10000,1486,2,99,347
16730,10000,6816,2,95,343
16731,10000,3499,2,96,349
16732,10000,1148,2,97,344
16733,10000,1333,2,98,346
16734,10000,6140,2,99,348
16735,10000,1148,2,95,344
16736,10000,3742,2,96,350
16737,10000,1138,2,97,345
16738,10000,1486,2,98,347
16739,10000,3499,2,99,349
16740,10000,1138,2,95,345
16741,10000,1333,2,97,346
16742,10000,2189,3,96,351
16743,10000,6140,2,98,348
16744,10000,3742,2,99,350
16745,10000,1333,2,95,346
16746,10000,1486,2,97,347
16747,10000,2683,2,96,352
16748,10000,3499,2,98,349
16749,10000,2189,2,99,351
16750,10000,1486,2,95,347
16751,10000,6140,2,97,348
16752,10000,2129,2,96,353
16753,10000,3742,2,98,350
16754,10000,2683,2,99,352
16755,10000,6140,2,95,348
16756,10000,3499,2,97,349
16757,10000,2482,2,96,354
16758,10000,2189,2,98,351
16759,10000,2129,2,99,353
16760,10000,3499,2,95,349
16761,10000,3742,2,97,350
16762,10000,855,2,96,355
16763,10000,2683,2,98,352
16764,10000,2482,2,99,354
16765,10000,3742,2,95,350
16766,10000,2189,2,97,351
16767,10000,1950,2,96,356
16768,10000,2129,2,98,353
16769,10000,855,2,99,355
16770,10000,2189,2,95,351
16771,10000,2683,2,97,352
16772,10000,1215,3,96,357
16773,10000,2482,2,98,354
16774,10000,2683,2,95,352
16775,10000,2129,2,97,353
16776,10000,1950,3,99,356
16777,10000,7035,2,96,358
16778,10000,855,2,98,355
16779,10000,2129,2,95,353
16780,10000,2482,2,97,354
16781,10000,1215,2,99,357
16782,10000,1950,2,98,356
16783,10000,1087,3,96,359
16784,10000,2482,2,95,354
16785,10000,855,2,97,355
16786,10000,7035,2,99,358
16787,10000,1215,2,98,357
16788,10000,1954,2,96,360
16789,10000,855,2,95,355
16790,10000,1950,2,97,356
16791,10000,1087,2,99,359
16792,10000,7035,2,98,358
16793,10000,1098,2,96,361
16794,10000,1950,2,95,356
16795,10000,1215,2,97,357
16796,10000,1954,2,99,360
16797,10000,1087,2,98,359
16798,10000,7668,2,96,362
16799,10000,1215,2,95,357
16800,10000,7035,2,97,358
16801,10000,1098,2,99,361
16802,10000,1954,2,98,360
16803,10000,1751,2,96,363
16804,10000,7035,2,95,358
16805,10000,7668,2,99,362
16806,10000,1087,3,97,359
16807,10000,1098,3,98,361
16808,10000,4651,2,96,364
16809,10000,1087,2,95,359
16810,10000,1954,2,97,360
16811,10000,1751,3,99,363
16812,10000,7668,2,98,362
16813,10000,2024,2,96,365
16814,10000,1954,2,95,360
16815,10000,1098,2,97,361
16816,10000,4651,2,99,364
16817,10000,1751,2,98,363
16818,10000,1098,2,95,361
16819,10000,844,3,96,366
16820,10000,7668,2,97,362
16821,10000,2024,2,99,365
16822,10000,4651,2,98,364
16823,10000,7668,2,95,362
16824,10000,1754,2,96,367
16825,10000,1751,3,97,363
16826,10000,2024,2,98,365
16827,10000,844,3,99,366
16828,10000,1751,2,95,363
16829,10000,746,2,96,368
16830,10000,4651,2,97,364
16831,10000,844,2,98,366
16832,10000,1754,2,99,367
16833,10000,4651,2,95,364
16834,10000,2119,2,96,369
16835,10000,2024,2,97,365
16836,10000,1754,2,98,367
16837,10000,746,2,99,368
16838,10000,2024,2,95,365
16839,10000,1466,2,96,370
16840,10000,844,2,97,366
16841,10000,746,2,98,368
16842,10000,2119,2,99,369
16843,10000,844,2,95,366
16844,10000,2762,2,96,371
16845,10000,1754,2,97,367
16846,10000,2119,2,98,369
16847,10000,1466,2,99,370
16848,10000,1754,2,95,367
16849,10000,1044,2,96,372
16850,10000,1466,2,98,370
16851,10000,746,3,97,368
16852,10000,2762,2,99,371
16853,10000,746,3,95,368
16854,10000,1485,2,96,373
16855,10000,2762,2,98,371
16856,10000,2119,2,97,369
16857,10000,1044,2,99,372
16858,10000,2119,2,95,369
16859,10000,979,2,96,374
16860,10000,1044,2,98,372
16861,10000,1466,2,97,370
16862,10000,1485,2,99,373
16863,10000,1466,2,95,370
16864,10000,1257,2,96,375
16865,10000,1485,2,98,373
16866,10000,2762,2,97,371
16867,10000,979,2,99,374
16868,10000,2762,2,95,371
16869,10000,6751,2,96,376
16870,10000,979,2,98,374
16871,10000,1044,2,97,372
16872,10000,1257,2,99,375
16873,10000,1044,2,95,372
16874,10000,1189,3,96,377
16875,10000,1257,2,98,375
16876,10000,1485,2,97,373
16877,10000,6751,2,99,376
16878,10000,1485,2,95,373
16879,10000,935,3,96,378
16880,10000,6751,2,98,376
16881,10000,1189,2,99,377
16882,10000,979,2,95,374
16883,10000,979,3,97,374
16884,10000,1939,2,96,379
16885,10000,1189,2,98,377
16886,10000,1257,2,95,375
16887,10000,1257,2,97,375
16888,10000,935,3,99,378
16889,10000,2729,2,96,380
16890,10000,935,2,98,378
16891,10000,6751,2,95,376
16892,10000,6751,2,97,376
16893,10000,1939,2,99,379
16894,10000,3525,2,96,381
16895,10000,1939,2,98,379
16896,10000,1189,2,95,377
16897,10000,1189,2,97,377
16898,10000,2729,2,99,380
16899,10000,1260,2,96,382
16900,10000,2729,2,98,380
16901,10000,935,3,95,378
16902,10000,935,3,97,378
16903,10000,3525,2,99,381
16904,10000,1796,2,96,383
16905,10000,3525,2,98,381
16906,10000,1939,2,95,379
16907,10000,1939,2,97,379
16908,10000,1260,3,99,382
16909,10000,798,2,96,384
16910,10000,1260,2,98,382
16911,10000,2729,2,95,380
16912,10000,2729,2,97,380
16913,10000,1796,2,99,383
16914,10000,1796,2,98,383
16915,10000,666,3,96,385
16916,10000,3525,2,95,381
16917,10000,3525,2,97,381
16918,10000,798,2,99,384
16919,10000,798,2,98,384
16920,10000,1940,2,96,386
16921,10000,1260,2,95,382
16922,10000,1260,2,97,382
16923,10000,666,2,99,385
16924,10000,666,3,98,385
16925,10000,1796,2,95,383
16926,10000,1366,3,96,387
16927,10000,1940,2,99,386
16928,10000,1796,3,97,383
16929,10000,1940,2,98,386
16930,10000,798,2,95,384
16931,10000,919,3,96,388
16932,10000,1366,2,99,387
16933,10000,798,2,97,384
16934,10000,1366,2,98,387
16935,10000,666,3,95,385
16936,10000,845,2,96,389
16937,10000,919,2,99,388
16938,10000,919,2,98,388
16939,10000,666,3,97,385
16940,10000,1940,2,95,386
16941,10000,845,2,99,389
16942,10000,1899,2,96,390
16943,10000,845,2,98,389
16944,10000,1940,2,97,386
16945,10000,1366,2,95,387
16946,10000,1899,2,99,390
16947,10000,3325,2,96,391
16948,10000,1899,2,98,390
16949,10000,1366,2,97,387
16950,10000,919,2,95,388
16951,10000,3325,2,99,391
16952,10000,1248,2,96,392
16953,10000,3325,2,98,391
16954,10000,919,3,97,388
16955,10000,845,3,95,389
16956,10000,1248,2,99,392
16957,10000,2891,2,96,393
16958,10000,1248,2,98,392
16959,10000,845,2,97,389
16960,10000,1899,2,95,390
16961,10000,2891,2,99,393
16962,10000,1861,2,96,394
16963,10000,2891,2,98,393
16964,10000,1899,2,97,390
16965,10000,3325,2,95,391
16966,10000,1861,2,99,394
16967,10000,2791,2,96,395
16968,10000,1861,2,98,394
16969,10000,3325,2,97,391
16970,10000,2791,2,99,395
16971,10000,1248,3,95,392
16972,10000,1228,2,96,396
16973,10000,2791,2,98,395
16974,10000,1248,2,97,392
16975,10000,1228,2,99,396
16976,10000,2891,2,95,393
16977,10000,6352,2,96,397
16978,10000,1228,2,98,396
16979,10000,2891,2,97,393
16980,10000,6352,2,99,397
16981,10000,1861,2,95,394
16982,10000,3646,2,96,398
16983,10000,6352,2,98,397
16984,10000,1861,2,97,394
16985,10000,3646,2,99,398
16986,10000,2791,2,95,395
16987,10000,1745,2,96,399
16988,10000,3646,2,98,398
16989,10000,2791,2,97,395
16990,10000,1745,2,99,399
16991,10000,1228,2,95,396
16992,10000,1745,2,98,399
16993,10000,981,3,96,400
16994,10000,1228,2,97,396
16995,10000,981,3,99,400
16996,10000,6352,2,95,397
16997,10000,981,2,98,400
16998,10000,2455,2,96,401
16999,10000,6352,2,97,397
17000,10000,2455,2,99,401
17001,10000,3646,2,95,398
17002,10000,2455,2,98,401
17003,10000,657,3,96,402
17004,10000,3646,2,97,398
17005,10000,657,2,99,402
17006,10000,1745,2,95,399
17007,10000,657,2,98,402
17008,10000,1745,2,97,399
17009,10000,1543,3,96,403
17010,10000,1543,2,99,403
17011,10000,981,2,95,400
17012,10000,1543,2,98,403
17013,10000,981,2,97,400
17014,10000,1122,2,96,404
17015,10000,1122,2,99,404
17016,10000,1122,2,98,404
17017,10000,2455,2,95,401
17018,10000,2455,2,97,401
17019,10000,1566,2,96,405
17020,10000,1566,2,99,405
17021,10000,1566,2,98,405
17022,10000,657,3,95,402
17023,10000,1012,2,96,406
17024,10000,657,3,97,402
17025,10000,1012,2,99,406
17026,10000,1012,3,98,406
17027,10000,1543,2,95,403
17028,10000,1717,2,96,407
17029,10000,1543,2,97,403
17030,10000,1717,2,99,407
17031,10000,1717,2,98,407
17032,10000,1122,2,95,404
17033,10000,4044,2,96,408
17034,10000,1122,2,97,404
17035,10000,4044,2,99,408
17036,10000,4044,2,98,408
17037,10000,1566,2,95,405
17038,10000,1291,2,96,409
17039,10000,1566,2,97,405
17040,10000,1291,2,99,409
17041,10000,1012,2,95,406
17042,10000,1291,2,98,409
17043,10000,2779,2,96,410
17044,10000,1012,2,97,406
17045,10000,2779,2,99,410
17046,10000,1717,2,95,407
17047,10000,2779,2,98,410
17048,10000,1920,2,96,411
17049,10000,1920,2,99,411
17050,10000,1717,3,97,407
17051,10000,4044,2,95,408
17052,10000,1920,2,98,411
17053,10000,1843,2,96,412
17054,10000,1843,2,99,412
17055,10000,4044,2,97,408
17056,10000,1291,2,95,409
17057,10000,1843,2,98,412
17058,10000,1285,2,96,413
17059,10000,1285,2,99,413
17060,10000,1291,2,97,409
17061,10000,2779,2,95,410
17062,10000,1680,2,96,414
17063,10000,1285,3,98,413
17064,10000,2779,2,97,410
17065,10000,1680,3,99,414
17066,10000,1920,2,95,411
17067,10000,1680,2,98,414
17068,10000,1007,3,96,415
17069,10000,1920,2,97,411
17070,10000,1007,2,99,415
17071,10000,1843,2,95,412
17072,10000,1007,2,98,415
17073,10000,1843,2,97,412
17074,10000,1618,2,96,416
17075,10000,1618,2,99,416
17076,10000,1285,2,95,413
17077,10000,1618,2,98,416
17078,10000,1285,2,97,413
17079,10000,2148,2,96,417
17080,10000,2148,2,99,417
17081,10000,1680,2,95,414
17082,10000,2148,2,98,417
17083,10000,1680,2,97,414
17084,10000,7275,2,96,418
17085,10000,7275,2,99,418
17086,10000,1007,2,95,415
17087,10000,7275,2,98,418
17088,10000,1007,2,97,415
17089,10000,2351,2,96,419
17090,10000,2351,2,99,419
17091,10000,1618,2,95,416
17092,10000,2351,2,98,419
17093,10000,1618,2,97,416
17094,10000,5685,2,96,420
17095,10000,5685,2,99,420
17096,10000,2148,2,95,417
17097,10000,5685,2,98,420
17098,10000,2148,2,97,417
17099,10000,1743,2,96,421
17100,10000,1743,2,99,421
17101,10000,7275,2,95,418
17102,10000,1743,2,98,421
17103,10000,7275,2,97,418
17104,10000,1821,3,96,422
17105,10000,1821,2,99,422
17106,10000,2351,2,95,419
17107,10000,1821,2,98,422
17108,10000,2351,2,97,419
17109,10000,3702,2,96,423
17110,10000,3702,2,99,423
17111,10000,5685,2,95,420
17112,10000,3702,2,98,423
17113,10000,5685,2,97,420
17114,10000,2126,2,96,424
17115,10000,2126,2,99,424
17116,10000,1743,2,95,421
17117,10000,2126,2,98,424
17118,10000,1743,2,97,421
17119,10000,2859,2,96,425
17120,10000,2859,2,99,425
17121,10000,1821,2,95,422
17122,10000,2859,2,98,425
17123,10000,1821,2,97,422
17124,10000,4235,2,96,426
17125,10000,4235,2,99,426
17126,10000,3702,2,95,423
17127,10000,4235,2,98,426
17128,10000,3702,2,97,423
17129,10000,3768,2,96,427
17130,10000,3768,2,99,427
17131,10000,2126,2,95,424
17132,10000,3768,2,98,427
17133,10000,2126,2,97,424
17134,10000,1940,2,96,428
17135,10000,1940,2,99,428
17136,10000,2859,2,95,425
17137,10000,1940,2,98,428
17138,10000,2859,2,97,425
17139,10000,6169,2,96,429
17140,10000,6169,2,99,429
17141,10000,4235,2,95,426
17142,10000,6169,2,98,429
17143,10000,4235,2,97,426
17144,10000,1448,3,96,430
17145,10000,1448,2,99,430
17146,10000,3768,2,95,427
17147,10000,3768,2,97,427
17148,10000,1448,3,98,430
17149,10000,1883,2,96,431
17150,10000,1883,2,99,431
17151,10000,1940,2,95,428
17152,10000,1940,2,97,428
