,vertices,delta,runtime,deltafactor,seed
195,10000,1186,2,92,39
196,10000,1412,2,94,38
197,10000,1186,2,93,39
198,10000,3145,2,91,40
199,10000,1186,2,90,39
200,10000,3145,2,92,40
201,10000,1186,2,94,39
202,10000,3145,2,93,40
203,10000,3145,2,90,40
204,10000,851,2,92,41
205,10000,851,3,91,41
206,10000,3145,2,94,40
207,10000,851,2,93,41
208,10000,851,2,90,41
209,10000,1091,2,92,42
210,10000,1091,2,91,42
211,10000,851,2,94,41
212,10000,1091,2,93,42
213,10000,1091,2,90,42
214,10000,4179,2,91,43
215,10000,4179,2,92,43
216,10000,1091,2,94,42
217,10000,4179,2,93,43
218,10000,4179,2,90,43
219,10000,1101,2,92,44
220,10000,4179,2,94,43
221,10000,1101,3,91,44
222,10000,1101,2,93,44
223,10000,1101,2,90,44
224,10000,2911,2,92,45
225,10000,2911,2,91,45
226,10000,1101,2,94,44
227,10000,2911,2,93,45
228,10000,2911,2,90,45
229,10000,2969,2,92,46
230,10000,2911,2,94,45
231,10000,2969,2,91,46
232,10000,2969,2,93,46
233,10000,2969,2,90,46
234,10000,1597,2,92,47
235,10000,1597,2,91,47
236,10000,2969,2,94,46
237,10000,1597,2,93,47
238,10000,1597,2,90,47
239,10000,843,2,92,48
240,10000,1597,2,94,47
241,10000,843,3,91,48
242,10000,843,2,90,48
243,10000,843,3,93,48
244,10000,843,2,94,48
245,10000,1154,3,92,49
246,10000,1154,2,91,49
247,10000,1154,2,90,49
248,10000,1154,2,93,49
249,10000,1154,2,94,49
250,10000,728,2,92,50
251,10000,728,3,91,50
252,10000,728,3,90,50
253,10000,728,3,93,50
254,10000,728,2,94,50
255,10000,2765,2,92,51
256,10000,2765,2,91,51
257,10000,2765,2,90,51
258,10000,2765,2,93,51
259,10000,1704,2,92,52
260,10000,2765,2,94,51
261,10000,1704,2,91,52
262,10000,1704,2,90,52
263,10000,798,2,92,53
264,10000,1704,2,93,52
265,10000,1704,2,94,52
266,10000,798,2,90,53
267,10000,798,3,91,53
268,10000,798,2,94,53
269,10000,458,3,92,54
270,10000,798,3,93,53
271,10000,458,2,90,54
272,10000,458,2,94,54
273,10000,458,3,91,54
274,10000,785,2,92,55
275,10000,785,2,90,55
276,10000,458,3,93,54
277,10000,785,2,91,55
278,10000,2269,2,92,56
279,10000,785,3,94,55
280,10000,2269,2,90,56
281,10000,785,3,93,55
282,10000,2222,2,92,57
283,10000,2269,2,91,56
284,10000,2269,2,94,56
285,10000,2222,2,90,57
286,10000,2269,2,93,56
287,10000,2222,2,91,57
288,10000,1303,2,92,58
289,10000,2222,2,94,57
290,10000,1303,2,90,58
291,10000,2222,2,93,57
292,10000,1303,2,91,58
293,10000,1162,2,92,59
294,10000,1303,2,94,58
295,10000,1162,2,90,59
296,10000,1303,2,93,58
297,10000,1162,2,91,59
298,10000,3817,2,92,60
299,10000,3817,2,90,60
300,10000,1162,3,94,59
301,10000,1162,2,93,59
302,10000,3817,2,91,60
303,10000,1265,2,92,61
304,10000,3817,2,94,60
305,10000,1265,2,90,61
306,10000,3817,2,93,60
307,10000,1265,2,91,61
308,10000,883,2,92,62
309,10000,1265,3,94,61
310,10000,883,3,90,62
311,10000,1265,2,93,61
312,10000,883,3,91,62
313,10000,1071,2,92,63
314,10000,883,2,94,62
315,10000,883,2,93,62
316,10000,1071,2,91,63
317,10000,1223,2,92,64
318,10000,1071,3,90,63
319,10000,1071,2,94,63
320,10000,1071,2,93,63
321,10000,1223,2,91,64
322,10000,3350,2,92,65
323,10000,1223,2,90,64
324,10000,1223,2,94,64
325,10000,1223,2,93,64
326,10000,3350,2,91,65
327,10000,2189,2,92,66
328,10000,3350,2,90,65
329,10000,3350,2,94,65
330,10000,3350,2,93,65
331,10000,2189,2,91,66
332,10000,4298,2,92,67
333,10000,2189,2,90,66
334,10000,2189,2,94,66
335,10000,2189,2,93,66
336,10000,972,2,92,68
337,10000,4298,2,91,67
338,10000,4298,2,90,67
339,10000,4298,2,94,67
340,10000,4298,2,93,67
341,10000,3074,2,92,69
342,10000,972,2,91,68
343,10000,972,2,90,68
344,10000,972,2,94,68
345,10000,972,2,93,68
346,10000,3074,2,91,69
347,10000,1808,2,92,70
348,10000,3074,2,90,69
349,10000,3074,2,94,69
350,10000,3074,2,93,69
351,10000,2017,2,92,71
352,10000,1808,2,91,70
353,10000,1808,2,90,70
354,10000,1808,2,94,70
355,10000,1808,2,93,70
356,10000,3355,2,92,72
357,10000,2017,2,91,71
358,10000,2017,2,90,71
359,10000,2017,2,94,71
360,10000,1123,2,92,73
361,10000,3355,2,91,72
362,10000,2017,3,93,71
363,10000,3355,2,90,72
364,10000,3355,2,94,72
365,10000,1266,2,92,74
366,10000,1123,2,91,73
367,10000,3355,2,93,72
368,10000,1123,2,90,73
369,10000,1594,2,92,75
370,10000,1123,3,94,73
371,10000,1266,2,91,74
372,10000,1266,2,90,74
373,10000,1123,3,93,73
374,10000,679,2,92,76
375,10000,1594,2,91,75
376,10000,1266,2,94,74
377,10000,1594,2,90,75
378,10000,1266,2,93,74
379,10000,1133,2,92,77
380,10000,1594,2,94,75
381,10000,679,3,91,76
382,10000,1594,2,93,75
383,10000,679,3,90,76
384,10000,1159,2,92,78
385,10000,679,2,94,76
386,10000,1133,2,91,77
387,10000,679,2,93,76
388,10000,1133,2,90,77
389,10000,868,2,92,79
390,10000,1133,2,94,77
391,10000,1159,3,91,78
392,10000,1133,2,93,77
393,10000,1159,2,90,78
394,10000,2984,2,92,80
395,10000,1159,2,94,78
396,10000,868,2,91,79
397,10000,1159,2,93,78
398,10000,868,2,90,79
399,10000,1190,2,92,81
400,10000,868,2,94,79
401,10000,2984,2,91,80
402,10000,2984,2,90,80
403,10000,868,2,93,79
404,10000,1886,2,92,82
405,10000,2984,2,94,80
406,10000,1190,2,91,81
407,10000,1190,2,90,81
408,10000,2984,2,93,80
409,10000,1509,2,92,83
410,10000,1190,2,94,81
411,10000,1886,2,91,82
412,10000,1886,2,90,82
413,10000,1190,2,93,81
414,10000,1296,2,92,84
415,10000,1886,2,94,82
416,10000,1509,2,91,83
417,10000,1509,2,90,83
418,10000,1886,2,93,82
419,10000,2591,2,92,85
420,10000,1509,2,94,83
421,10000,1296,2,91,84
422,10000,1296,2,90,84
423,10000,1509,2,93,83
424,10000,1595,2,92,86
425,10000,1296,2,94,84
426,10000,2591,2,91,85
427,10000,2591,2,90,85
428,10000,1296,2,93,84
429,10000,3880,2,92,87
430,10000,2591,2,94,85
431,10000,1595,2,91,86
432,10000,1595,2,90,86
433,10000,2591,2,93,85
434,10000,766,2,92,88
435,10000,1595,2,94,86
436,10000,3880,2,91,87
437,10000,3880,2,90,87
438,10000,2279,2,92,89
439,10000,1595,2,93,86
440,10000,3880,2,94,87
441,10000,766,2,91,88
442,10000,766,3,90,88
443,10000,3880,2,93,87
444,10000,1175,2,92,90
445,10000,766,2,94,88
446,10000,2279,2,91,89
447,10000,766,2,93,88
448,10000,2279,2,90,89
449,10000,1346,2,92,91
450,10000,2279,2,94,89
451,10000,1175,2,91,90
452,10000,2279,2,93,89
453,10000,1175,2,90,90
454,10000,1181,2,92,92
455,10000,1175,2,94,90
456,10000,1346,2,91,91
457,10000,1346,2,90,91
458,10000,902,2,92,93
459,10000,1175,3,93,90
460,10000,1346,2,94,91
461,10000,1181,2,91,92
462,10000,1181,2,90,92
463,10000,4312,2,92,94
464,10000,1346,2,93,91
465,10000,1181,2,94,92
466,10000,902,2,91,93
467,10000,902,2,90,93
468,10000,645,2,92,95
469,10000,1181,2,93,92
470,10000,902,2,94,93
471,10000,4312,2,91,94
472,10000,4312,2,90,94
473,10000,1682,2,92,96
474,10000,902,2,93,93
475,10000,4312,2,94,94
476,10000,645,3,91,95
477,10000,645,3,90,95
478,10000,4312,2,93,94
479,10000,645,2,94,95
480,10000,1282,3,92,97
481,10000,1682,2,91,96
482,10000,1682,2,90,96
483,10000,895,2,92,98
484,10000,645,3,93,95
485,10000,1682,3,94,96
486,10000,1282,2,91,97
487,10000,1703,2,92,99
488,10000,1282,3,90,97
489,10000,1282,2,94,97
490,10000,1682,3,93,96
491,10000,895,2,91,98
492,10000,1306,2,92,100
493,10000,895,2,90,98
494,10000,895,2,94,98
495,10000,1282,2,93,97
496,10000,1703,2,91,99
497,10000,2061,2,92,101
498,10000,1703,2,90,99
499,10000,1703,2,94,99
500,10000,895,2,93,98
501,10000,1306,2,91,100
502,10000,3313,2,92,102
503,10000,1306,2,90,100
504,10000,1306,2,94,100
505,10000,1703,2,93,99
506,10000,2061,2,91,101
507,10000,2424,2,92,103
508,10000,2061,2,90,101
509,10000,2061,2,94,101
510,10000,3313,2,91,102
511,10000,1306,2,93,100
512,10000,1594,2,92,104
513,10000,3313,2,94,102
514,10000,3313,2,90,102
515,10000,2424,2,91,103
516,10000,2061,2,93,101
517,10000,2294,2,92,105
518,10000,2424,2,94,103
519,10000,2424,2,90,103
520,10000,1594,2,91,104
521,10000,3313,2,93,102
522,10000,3480,2,92,106
523,10000,1594,2,94,104
524,10000,1594,2,90,104
525,10000,2424,2,93,103
526,10000,2294,2,91,105
527,10000,1899,2,92,107
528,10000,2294,2,94,105
529,10000,2294,2,90,105
530,10000,3480,2,91,106
531,10000,1594,2,93,104
532,10000,3480,2,90,106
533,10000,3480,2,94,106
534,10000,835,3,92,108
535,10000,1899,2,91,107
536,10000,2294,2,93,105
537,10000,1899,2,90,107
538,10000,1899,2,94,107
539,10000,2807,2,92,109
540,10000,835,2,91,108
541,10000,3480,2,93,106
542,10000,835,2,94,108
543,10000,835,2,90,108
544,10000,2807,2,91,109
545,10000,675,3,92,110
546,10000,1899,2,93,107
547,10000,2807,2,94,109
548,10000,2807,2,90,109
549,10000,675,2,91,110
550,10000,7044,2,92,111
551,10000,835,2,93,108
552,10000,675,2,94,110
553,10000,675,3,90,110
554,10000,7044,2,91,111
555,10000,1932,2,92,112
556,10000,2807,2,93,109
557,10000,7044,2,94,111
558,10000,7044,2,90,111
559,10000,6488,2,92,113
560,10000,1932,2,91,112
561,10000,675,2,93,110
562,10000,1932,2,90,112
563,10000,1932,3,94,112
564,10000,6488,2,91,113
565,10000,983,3,92,114
566,10000,7044,2,93,111
567,10000,6488,2,94,113
568,10000,6488,2,90,113
569,10000,983,2,91,114
570,10000,2679,2,92,115
571,10000,1932,2,93,112
572,10000,983,2,94,114
573,10000,2679,2,91,115
574,10000,983,3,90,114
575,10000,1413,2,92,116
576,10000,6488,2,93,113
577,10000,2679,2,94,115
578,10000,1413,2,91,116
579,10000,2679,2,90,115
580,10000,1384,3,92,117
581,10000,983,3,93,114
582,10000,1413,2,94,116
583,10000,1384,2,91,117
584,10000,1413,2,90,116
585,10000,4909,2,92,118
586,10000,2679,2,93,115
587,10000,1384,2,94,117
588,10000,4909,2,91,118
589,10000,1384,2,90,117
590,10000,4087,2,92,119
591,10000,1413,2,93,116
592,10000,4909,2,94,118
593,10000,4087,2,91,119
594,10000,4909,2,90,118
595,10000,1288,3,92,120
596,10000,1384,2,93,117
597,10000,4087,2,94,119
598,10000,4087,2,90,119
599,10000,1288,3,91,120
600,10000,4909,2,93,118
601,10000,1398,2,92,121
602,10000,1288,2,94,120
603,10000,1288,2,90,120
604,10000,1398,2,91,121
605,10000,4087,2,93,119
606,10000,1597,2,92,122
607,10000,1398,2,94,121
608,10000,1398,2,90,121
609,10000,1597,2,91,122
610,10000,1288,2,93,120
611,10000,923,2,92,123
612,10000,1597,2,94,122
613,10000,1597,2,90,122
614,10000,923,2,91,123
615,10000,1398,2,93,121
616,10000,2030,2,92,124
617,10000,923,2,94,123
618,10000,923,2,90,123
619,10000,2030,2,91,124
620,10000,1597,2,93,122
621,10000,1401,2,92,125
622,10000,2030,2,94,124
623,10000,2030,2,90,124
624,10000,1401,2,91,125
625,10000,2664,2,92,126
626,10000,1401,2,94,125
627,10000,923,3,93,123
628,10000,1401,2,90,125
629,10000,2664,2,91,126
630,10000,2664,2,94,126
631,10000,2030,2,93,124
632,10000,2664,2,90,126
633,10000,723,3,92,127
634,10000,723,3,91,127
635,10000,1401,2,93,125
636,10000,723,3,94,127
637,10000,723,2,90,127
638,10000,1508,2,92,128
639,10000,1508,2,91,128
640,10000,2664,2,93,126
641,10000,1508,2,94,128
642,10000,1508,2,90,128
643,10000,1755,2,92,129
644,10000,1755,2,91,129
645,10000,1755,2,94,129
646,10000,1755,2,90,129
647,10000,3256,2,92,130
648,10000,723,3,93,127
649,10000,3256,2,91,130
650,10000,3256,2,94,130
651,10000,3256,2,90,130
652,10000,1508,2,93,128
653,10000,1705,3,92,131
654,10000,1705,2,91,131
655,10000,1705,2,94,131
656,10000,1705,2,90,131
657,10000,1755,2,93,129
658,10000,1794,2,92,132
659,10000,1794,2,91,132
660,10000,1794,2,94,132
661,10000,1794,3,90,132
662,10000,3256,2,93,130
663,10000,1166,2,92,133
664,10000,1166,2,91,133
665,10000,1166,2,94,133
666,10000,1166,2,90,133
667,10000,1705,2,93,131
668,10000,2501,2,92,134
669,10000,2501,2,91,134
670,10000,2501,2,90,134
671,10000,2501,3,94,134
672,10000,1794,2,93,132
673,10000,4889,2,92,135
674,10000,4889,2,91,135
675,10000,4889,2,90,135
676,10000,4889,2,94,135
677,10000,1166,2,93,133
678,10000,706,2,92,136
679,10000,706,3,91,136
680,10000,706,2,94,136
681,10000,2501,2,93,134
682,10000,881,2,92,137
683,10000,706,3,90,136
684,10000,881,2,91,137
685,10000,881,2,94,137
686,10000,4889,2,93,135
687,10000,1390,2,92,138
688,10000,881,2,90,137
689,10000,1390,2,91,138
690,10000,1390,2,94,138
691,10000,706,2,93,136
692,10000,1770,2,92,139
693,10000,1390,2,90,138
694,10000,1770,2,91,139
695,10000,881,2,93,137
696,10000,1770,2,94,139
697,10000,1679,2,92,140
698,10000,1770,2,90,139
699,10000,1679,2,91,140
700,10000,1390,2,93,138
701,10000,1679,2,94,140
702,10000,1062,3,92,141
703,10000,1679,3,90,140
704,10000,1770,2,93,139
705,10000,1062,2,94,141
706,10000,1062,3,91,141
707,10000,6121,2,92,142
708,10000,1062,2,90,141
709,10000,6121,2,94,142
710,10000,1679,2,93,140
711,10000,6121,2,91,142
712,10000,1332,2,92,143
713,10000,6121,2,90,142
714,10000,1332,2,94,143
715,10000,1062,2,93,141
716,10000,1332,2,91,143
717,10000,1483,2,92,144
718,10000,1332,2,90,143
719,10000,1483,2,94,144
720,10000,6121,2,93,142
721,10000,1483,2,91,144
722,10000,1103,2,92,145
723,10000,1483,2,90,144
724,10000,1332,2,93,143
725,10000,1103,2,94,145
726,10000,1103,3,91,145
727,10000,1137,2,92,146
728,10000,1483,2,93,144
729,10000,1137,2,94,146
730,10000,1103,3,90,145
731,10000,1137,2,91,146
732,10000,1118,2,92,147
733,10000,1103,2,93,145
734,10000,1137,2,90,146
735,10000,1118,2,91,147
736,10000,1118,3,94,147
737,10000,1068,2,92,148
738,10000,1137,2,93,146
739,10000,1118,3,90,147
740,10000,1068,2,94,148
741,10000,1068,2,91,148
742,10000,1063,2,92,149
743,10000,1118,2,93,147
744,10000,1063,2,91,149
745,10000,1063,2,94,149
746,10000,1226,2,92,150
747,10000,1068,3,90,148
748,10000,1068,2,93,148
749,10000,1226,2,91,150
750,10000,1226,2,94,150
751,10000,978,2,92,151
752,10000,1063,2,90,149
753,10000,1063,2,93,149
754,10000,978,2,94,151
755,10000,5061,2,92,152
756,10000,978,3,91,151
757,10000,1226,2,90,150
758,10000,1226,2,93,150
759,10000,5061,2,94,152
760,10000,1361,2,92,153
761,10000,5061,2,91,152
762,10000,978,2,90,151
763,10000,978,2,93,151
764,10000,1361,2,94,153
765,10000,1241,2,92,154
766,10000,1361,2,91,153
767,10000,5061,2,90,152
768,10000,5061,2,93,152
769,10000,1241,2,94,154
770,10000,1184,2,92,155
771,10000,1241,2,91,154
772,10000,1361,2,90,153
773,10000,1361,2,93,153
774,10000,1184,2,94,155
775,10000,1184,2,91,155
776,10000,656,3,92,156
777,10000,1241,2,90,154
778,10000,1241,2,93,154
779,10000,656,3,94,156
780,10000,656,2,91,156
781,10000,1184,2,90,155
782,10000,1184,2,93,155
783,10000,1124,3,92,157
784,10000,1124,2,94,157
785,10000,1124,2,91,157
786,10000,656,2,90,156
787,10000,656,2,93,156
788,10000,2347,2,92,158
789,10000,2347,2,94,158
790,10000,1124,2,93,157
791,10000,1124,2,90,157
792,10000,2347,3,91,158
793,10000,1837,2,92,159
794,10000,1837,2,94,159
795,10000,2347,2,93,158
796,10000,2347,2,90,158
797,10000,1837,2,91,159
798,10000,931,2,92,160
799,10000,931,2,94,160
800,10000,1837,2,93,159
801,10000,1837,2,90,159
802,10000,2321,2,92,161
803,10000,931,3,91,160
804,10000,2321,2,94,161
805,10000,931,2,93,160
806,10000,931,2,90,160
807,10000,1038,2,92,162
808,10000,2321,2,91,161
809,10000,1038,2,94,162
810,10000,2321,2,93,161
811,10000,2321,2,90,161
812,10000,2085,2,92,163
813,10000,1038,2,91,162
814,10000,2085,2,94,163
815,10000,1038,2,93,162
816,10000,4860,2,92,164
817,10000,1038,3,90,162
818,10000,2085,2,91,163
819,10000,4860,2,94,164
820,10000,2085,2,93,163
821,10000,2085,2,90,163
822,10000,4860,2,91,164
823,10000,1325,2,94,165
824,10000,1325,3,92,165
825,10000,4860,2,93,164
826,10000,4860,2,90,164
827,10000,1325,2,91,165
828,10000,1262,2,94,166
829,10000,1262,2,92,166
830,10000,1325,2,93,165
831,10000,1325,2,90,165
832,10000,1262,2,91,166
833,10000,5129,2,94,167
834,10000,5129,2,92,167
835,10000,1262,2,93,166
836,10000,1262,2,90,166
837,10000,5129,2,91,167
838,10000,2281,2,94,168
839,10000,2281,2,92,168
840,10000,5129,2,93,167
841,10000,5129,2,90,167
842,10000,2281,2,91,168
843,10000,3135,2,94,169
844,10000,3135,2,92,169
845,10000,2281,2,93,168
846,10000,2281,2,90,168
847,10000,3135,2,91,169
848,10000,2370,2,94,170
849,10000,2370,2,92,170
850,10000,3135,2,93,169
851,10000,3135,2,90,169
852,10000,2370,2,91,170
853,10000,2965,2,94,171
854,10000,2965,2,92,171
855,10000,2370,2,93,170
856,10000,2370,2,90,170
857,10000,2965,2,91,171
858,10000,2291,2,94,172
859,10000,2291,2,92,172
860,10000,2965,2,93,171
861,10000,2965,2,90,171
862,10000,2291,2,91,172
863,10000,3707,2,94,173
864,10000,3707,2,92,173
865,10000,2291,2,93,172
866,10000,2291,2,90,172
867,10000,3707,2,91,173
868,10000,3235,2,92,174
869,10000,3235,2,94,174
870,10000,3707,2,93,173
871,10000,3707,2,90,173
872,10000,3235,2,91,174
873,10000,2694,2,92,175
874,10000,2694,2,94,175
875,10000,3235,2,93,174
876,10000,3235,2,90,174
877,10000,2694,2,91,175
878,10000,1802,2,92,176
879,10000,1802,2,94,176
880,10000,2694,2,93,175
881,10000,2694,2,90,175
882,10000,2913,2,92,177
883,10000,1802,3,91,176
884,10000,2913,2,94,177
885,10000,1802,2,93,176
886,10000,1802,2,90,176
887,10000,1483,2,92,178
888,10000,2913,2,91,177
889,10000,2913,2,93,177
890,10000,1483,3,94,178
891,10000,2913,2,90,177
892,10000,3294,2,92,179
893,10000,1483,2,91,178
894,10000,1483,2,93,178
895,10000,3294,2,94,179
896,10000,1483,2,90,178
897,10000,4451,2,92,180
898,10000,3294,2,91,179
899,10000,3294,2,93,179
900,10000,4451,2,94,180
901,10000,3294,2,90,179
902,10000,3573,2,92,181
903,10000,4451,2,91,180
904,10000,4451,2,93,180
905,10000,3573,2,94,181
906,10000,4451,2,90,180
907,10000,3573,2,91,181
908,10000,936,3,92,182
909,10000,3573,2,93,181
910,10000,3573,2,90,181
911,10000,936,3,94,182
912,10000,1653,2,92,183
913,10000,936,2,91,182
914,10000,936,2,90,182
915,10000,936,3,93,182
916,10000,1653,2,94,183
917,10000,1498,2,92,184
918,10000,1653,2,91,183
919,10000,1653,2,90,183
920,10000,1498,2,94,184
921,10000,1653,3,93,183
922,10000,1498,2,91,184
923,10000,3411,2,92,185
924,10000,1498,2,90,184
925,10000,3411,2,94,185
926,10000,3411,2,91,185
927,10000,1915,2,92,186
928,10000,1498,3,93,184
929,10000,3411,2,90,185
930,10000,1915,2,94,186
931,10000,1866,2,92,187
932,10000,1915,2,91,186
933,10000,3411,2,93,185
934,10000,1915,2,90,186
935,10000,1866,2,94,187
936,10000,1866,2,91,187
937,10000,2859,2,92,188
938,10000,1915,2,93,186
939,10000,1866,2,90,187
940,10000,2859,2,94,188
941,10000,2859,2,91,188
942,10000,813,2,92,189
943,10000,1866,2,93,187
944,10000,2859,2,90,188
945,10000,813,2,94,189
946,10000,909,2,92,190
947,10000,813,2,91,189
948,10000,2859,2,93,188
949,10000,813,2,90,189
950,10000,909,2,94,190
951,10000,909,2,91,190
952,10000,909,2,90,190
953,10000,1555,3,92,191
954,10000,1555,2,94,191
955,10000,813,3,93,189
956,10000,1555,2,91,191
957,10000,2267,2,92,192
958,10000,1555,2,90,191
959,10000,909,2,93,190
960,10000,2267,2,94,192
961,10000,2267,2,91,192
962,10000,1047,2,92,193
963,10000,2267,2,90,192
964,10000,1047,2,94,193
965,10000,1555,2,93,191
966,10000,1047,3,91,193
967,10000,5144,2,92,194
968,10000,1047,2,90,193
969,10000,2267,2,93,192
970,10000,5144,2,94,194
971,10000,5144,2,91,194
972,10000,3665,2,92,195
973,10000,5144,2,90,194
974,10000,1047,2,93,193
975,10000,3665,2,94,195
976,10000,3665,2,91,195
977,10000,2163,2,92,196
978,10000,3665,2,90,195
979,10000,5144,2,93,194
980,10000,2163,3,94,196
981,10000,2163,2,91,196
982,10000,1220,2,92,197
983,10000,2163,2,90,196
984,10000,3665,2,93,195
985,10000,1220,2,94,197
986,10000,1220,2,91,197
987,10000,1220,2,90,197
988,10000,861,3,92,198
989,10000,2163,2,93,196
990,10000,861,2,94,198
991,10000,861,2,90,198
992,10000,861,3,91,198
993,10000,745,2,92,199
994,10000,1220,2,93,197
995,10000,745,3,94,199
996,10000,745,2,90,199
997,10000,745,2,91,199
998,10000,4753,3,92,200
999,10000,861,3,93,198
1000,10000,4753,2,90,200
1001,10000,4753,2,91,200
1002,10000,4753,2,94,200
1003,10000,2193,2,92,201
1004,10000,745,2,93,199
1005,10000,2193,2,90,201
1006,10000,2193,2,91,201
1007,10000,2193,2,94,201
