,vertices,delta,runtime,deltafactor
1137,10000,1416,4,1240
1138,10000,1118,4,1240
1139,10000,5547,3,1240
1140,10000,4861,3,1240
1141,10000,2368,3,1240
1142,10000,2243,3,1240
1143,10000,2292,4,1240
1144,10000,2395,3,1240
1145,10000,4451,3,1240
1146,10000,734,12,1240
1147,10000,1416,3,1250
1148,10000,1118,4,1250
1149,10000,5547,2,1250
1150,10000,4861,3,1250
1151,10000,2368,3,1250
1152,10000,2243,3,1250
1153,10000,2292,4,1250
1154,10000,2395,3,1250
1155,10000,4451,2,1250
1156,10000,734,5,1250
1157,10000,1416,4,1260
1158,10000,1118,4,1260
1159,10000,5547,2,1260
1160,10000,4861,3,1260
1161,10000,2368,3,1260
1162,10000,2243,3,1260
1163,10000,2292,3,1260
1164,10000,2395,3,1260
1165,10000,4451,3,1260
1166,10000,1416,4,1270
1167,10000,5547,2,1270
1168,10000,4861,3,1270
1169,10000,2368,3,1270
1170,10000,2243,3,1270
1171,10000,2292,3,1270
1172,10000,2395,3,1270
1173,10000,4451,3,1270
1174,10000,1416,4,1280
1175,10000,1118,5,1280
1176,10000,5547,2,1280
1177,10000,4861,2,1280
1178,10000,2368,4,1280
1179,10000,2243,3,1280
1180,10000,2292,4,1280
1181,10000,2395,4,1280
1182,10000,4451,3,1280
1183,10000,734,6,1280
1184,10000,1416,3,1290
1185,10000,1118,3,1290
1186,10000,5547,3,1290
1187,10000,4861,2,1290
1188,10000,2368,3,1290
1189,10000,2243,3,1290
1190,10000,2292,3,1290
1191,10000,2395,3,1290
1192,10000,4451,2,1290
1193,10000,734,4,1290
1194,10000,1416,4,1300
1195,10000,1118,5,1300
1196,10000,5547,2,1300
1197,10000,4861,2,1300
1198,10000,2368,3,1300
1199,10000,2243,4,1300
1200,10000,2292,3,1300
1201,10000,2395,3,1300
1202,10000,4451,3,1300
1203,10000,1416,3,1310
1204,10000,1118,4,1310
1205,10000,5547,3,1310
1206,10000,4861,2,1310
1207,10000,2368,3,1310
1208,10000,2243,3,1310
1209,10000,2292,3,1310
1210,10000,2395,3,1310
1211,10000,4451,3,1310
1212,10000,1416,4,1320
1213,10000,1118,4,1320
1214,10000,5547,2,1320
1215,10000,4861,3,1320
1216,10000,2368,3,1320
1217,10000,2243,3,1320
1218,10000,2292,3,1320
1219,10000,2395,3,1320
1220,10000,4451,3,1320
1221,10000,734,4,1320
1222,10000,1416,3,1330
1223,10000,1118,4,1330
1224,10000,5547,3,1330
1225,10000,4861,3,1330
1226,10000,2368,3,1330
1227,10000,2243,3,1330
1228,10000,2292,3,1330
1229,10000,2395,4,1330
1230,10000,4451,2,1330
1231,10000,1416,3,1340
1232,10000,5547,2,1340
1233,10000,4861,3,1340
1234,10000,2368,3,1340
1235,10000,2243,3,1340
1236,10000,2292,4,1340
1237,10000,2395,4,1340
1238,10000,4451,3,1340
1239,10000,734,5,1340
1240,10000,1416,3,1350
1241,10000,1118,4,1350
1242,10000,5547,3,1350
1243,10000,4861,2,1350
1244,10000,2368,3,1350
1245,10000,2243,4,1350
1246,10000,2292,3,1350
1247,10000,2395,3,1350
1248,10000,4451,3,1350
1249,10000,1416,4,1360
1250,10000,1118,3,1360
1251,10000,5547,3,1360
1252,10000,4861,3,1360
1253,10000,2368,3,1360
1254,10000,2243,4,1360
1255,10000,2292,3,1360
1256,10000,2395,3,1360
1257,10000,4451,3,1360
1258,10000,1416,4,1370
1259,10000,1118,4,1370
1260,10000,5547,3,1370
1261,10000,4861,3,1370
1262,10000,2368,3,1370
1263,10000,2243,3,1370
1264,10000,2292,3,1370
1265,10000,2395,3,1370
1266,10000,4451,3,1370
1267,10000,1416,4,1380
1268,10000,1118,4,1380
1269,10000,5547,2,1380
1270,10000,4861,2,1380
1271,10000,2368,3,1380
1272,10000,2243,3,1380
1273,10000,2292,3,1380
1274,10000,2395,3,1380
1275,10000,4451,3,1380
1276,10000,1416,3,1390
1277,10000,1118,5,1390
1278,10000,5547,3,1390
1279,10000,4861,3,1390
1280,10000,2368,4,1390
1281,10000,2243,3,1390
1282,10000,2292,3,1390
1283,10000,2395,3,1390
1284,10000,4451,2,1390
1285,10000,1416,4,1400
1286,10000,1118,4,1400
1287,10000,5547,3,1400
1288,10000,4861,3,1400
1289,10000,2368,3,1400
1290,10000,2243,3,1400
1291,10000,2292,3,1400
1292,10000,2395,4,1400
1293,10000,4451,3,1400
1294,10000,734,4,1400
1295,10000,1416,4,1410
1296,10000,1118,4,1410
1297,10000,5547,3,1410
1298,10000,4861,3,1410
1299,10000,2368,3,1410
1300,10000,2243,3,1410
1301,10000,2292,3,1410
1302,10000,2395,3,1410
1303,10000,4451,3,1410
1304,10000,1416,4,1420
1305,10000,1118,5,1420
1306,10000,5547,3,1420
1307,10000,4861,3,1420
1308,10000,2368,4,1420
1309,10000,2243,3,1420
1310,10000,2292,3,1420
1311,10000,2395,4,1420
1312,10000,4451,3,1420
1313,10000,1416,4,1430
1314,10000,1118,7,1430
1315,10000,5547,3,1430
1316,10000,4861,3,1430
1317,10000,2368,4,1430
1318,10000,2243,3,1430
1319,10000,2292,4,1430
1320,10000,2395,3,1430
1321,10000,4451,3,1430
1322,10000,1416,4,1440
1323,10000,1118,4,1440
1324,10000,5547,3,1440
1325,10000,4861,2,1440
1326,10000,2368,3,1440
1327,10000,2243,3,1440
1328,10000,2292,3,1440
1329,10000,2395,3,1440
1330,10000,4451,3,1440
1331,10000,1416,4,1450
1332,10000,1118,4,1450
1333,10000,5547,3,1450
1334,10000,4861,3,1450
1335,10000,2368,3,1450
1336,10000,2243,3,1450
1337,10000,2292,3,1450
1338,10000,2395,3,1450
1339,10000,4451,3,1450
1340,10000,1416,4,1460
1341,10000,1118,5,1460
1342,10000,5547,2,1460
1343,10000,4861,3,1460
1344,10000,2368,4,1460
1345,10000,2243,3,1460
1346,10000,2292,3,1460
1347,10000,2395,3,1460
1348,10000,4451,3,1460
1349,10000,1416,4,1470
1350,10000,5547,3,1470
1351,10000,4861,3,1470
1352,10000,2368,3,1470
1353,10000,2243,3,1470
1354,10000,2292,4,1470
1355,10000,2395,3,1470
1356,10000,4451,3,1470
1357,10000,1416,4,1480
1358,10000,1118,5,1480
1359,10000,5547,2,1480
1360,10000,4861,3,1480
1361,10000,2368,3,1480
1362,10000,2243,4,1480
1363,10000,2292,4,1480
1364,10000,2395,3,1480
1365,10000,4451,3,1480
1366,10000,1416,4,1490
1367,10000,1118,5,1490
1368,10000,5547,3,1490
1369,10000,4861,3,1490
1370,10000,2368,3,1490
1371,10000,2243,4,1490
1372,10000,2292,4,1490
1373,10000,2395,3,1490
1374,10000,4451,3,1490
1375,10000,1416,4,1500
1376,10000,1118,4,1500
1377,10000,5547,3,1500
1378,10000,4861,3,1500
1379,10000,2368,3,1500
1380,10000,2243,3,1500
1381,10000,2292,4,1500
1382,10000,2395,3,1500
1383,10000,4451,2,1500
1384,10000,1416,4,1510
1385,10000,1118,4,1510
1386,10000,5547,3,1510
1387,10000,4861,3,1510
1388,10000,2368,3,1510
1389,10000,2243,3,1510
1390,10000,2292,3,1510
1391,10000,2395,3,1510
1392,10000,4451,3,1510
1393,10000,1416,4,1520
1394,10000,1118,4,1520
1395,10000,5547,3,1520
1396,10000,4861,3,1520
1397,10000,2368,3,1520
1398,10000,2243,3,1520
1399,10000,2292,3,1520
1400,10000,2395,3,1520
1401,10000,4451,3,1520
1402,10000,1416,4,1530
1403,10000,1118,4,1530
1404,10000,5547,3,1530
1405,10000,4861,3,1530
1406,10000,2368,3,1530
1407,10000,2243,3,1530
1408,10000,2292,3,1530
1409,10000,2395,3,1530
1410,10000,4451,3,1530
1411,10000,1416,4,1540
1412,10000,1118,4,1540
1413,10000,5547,3,1540
1414,10000,4861,3,1540
1415,10000,2368,3,1540
1416,10000,2243,3,1540
1417,10000,2292,4,1540
1418,10000,2395,3,1540
1419,10000,4451,4,1540
1420,10000,1416,4,1550
1421,10000,5547,3,1550
1422,10000,4861,3,1550
1423,10000,2368,3,1550
1424,10000,2243,4,1550
1425,10000,2292,4,1550
1426,10000,2395,3,1550
1427,10000,4451,3,1550
1428,10000,1416,3,1560
1429,10000,1118,4,1560
1430,10000,5547,3,1560
1431,10000,4861,4,1560
1432,10000,2368,3,1560
1433,10000,2243,4,1560
1434,10000,2292,4,1560
1435,10000,2395,4,1560
1436,10000,4451,2,1560
1437,10000,1416,4,1570
1438,10000,1118,4,1570
1439,10000,5547,3,1570
1440,10000,4861,3,1570
1441,10000,2368,4,1570
1442,10000,2243,4,1570
1443,10000,2292,3,1570
1444,10000,2395,3,1570
1445,10000,4451,3,1570
1446,10000,1416,4,1580
1447,10000,1118,4,1580
1448,10000,5547,3,1580
1449,10000,4861,3,1580
1450,10000,2368,3,1580
1451,10000,2243,3,1580
1452,10000,2292,4,1580
1453,10000,2395,3,1580
1454,10000,4451,3,1580
1455,10000,1416,4,1590
1456,10000,5547,3,1590
1457,10000,4861,3,1590
1458,10000,2368,4,1590
1459,10000,2243,4,1590
1460,10000,2292,4,1590
1461,10000,2395,3,1590
1462,10000,4451,3,1590
1463,10000,1416,5,1600
1464,10000,1118,4,1600
1465,10000,5547,3,1600
1466,10000,4861,3,1600
1467,10000,2368,3,1600
1468,10000,2243,3,1600
1469,10000,2292,3,1600
1470,10000,2395,4,1600
1471,10000,4451,3,1600
1472,10000,1416,4,1610
1473,10000,1118,4,1610
1474,10000,5547,3,1610
1475,10000,4861,3,1610
1476,10000,2368,4,1610
1477,10000,2243,4,1610
1478,10000,2292,4,1610
1479,10000,2395,4,1610
1480,10000,4451,3,1610
1481,10000,1416,4,1620
1482,10000,5547,3,1620
1483,10000,4861,2,1620
1484,10000,2368,3,1620
1485,10000,2243,3,1620
1486,10000,2292,3,1620
1487,10000,2395,3,1620
1488,10000,4451,3,1620
1489,10000,1416,3,1630
1490,10000,1118,4,1630
1491,10000,5547,3,1630
1492,10000,4861,3,1630
1493,10000,2368,4,1630
1494,10000,2243,3,1630
1495,10000,2292,3,1630
1496,10000,2395,4,1630
1497,10000,4451,3,1630
1498,10000,1416,5,1640
1499,10000,1118,7,1640
1500,10000,5547,2,1640
1501,10000,4861,3,1640
1502,10000,2368,4,1640
1503,10000,2243,3,1640
1504,10000,2292,3,1640
1505,10000,2395,3,1640
1506,10000,4451,3,1640
1507,10000,1416,4,1650
1508,10000,5547,2,1650
1509,10000,4861,3,1650
1510,10000,2368,4,1650
1511,10000,2243,4,1650
1512,10000,2292,3,1650
1513,10000,2395,3,1650
1514,10000,4451,3,1650
1515,10000,1416,4,1660
1516,10000,1118,4,1660
1517,10000,5547,3,1660
1518,10000,4861,3,1660
1519,10000,2368,3,1660
1520,10000,2243,4,1660
1521,10000,2292,3,1660
1522,10000,2395,4,1660
1523,10000,4451,3,1660
1524,10000,1416,5,1670
1525,10000,1118,7,1670
1526,10000,5547,3,1670
1527,10000,4861,3,1670
1528,10000,2368,3,1670
1529,10000,2243,5,1670
1530,10000,2292,4,1670
1531,10000,2395,3,1670
1532,10000,4451,3,1670
1533,10000,1416,4,1680
1534,10000,5547,3,1680
1535,10000,4861,3,1680
1536,10000,2368,3,1680
1537,10000,2243,4,1680
1538,10000,2292,4,1680
1539,10000,2395,3,1680
1540,10000,4451,3,1680
1541,10000,1416,4,1690
1542,10000,5547,3,1690
1543,10000,4861,3,1690
1544,10000,2368,4,1690
1545,10000,2243,3,1690
1546,10000,2292,4,1690
1547,10000,2395,3,1690
1548,10000,4451,3,1690
1549,10000,1416,4,1700
1550,10000,5547,3,1700
1551,10000,4861,3,1700
1552,10000,2368,3,1700
1553,10000,2243,4,1700
1554,10000,2292,4,1700
1555,10000,2395,3,1700
1556,10000,4451,3,1700
1557,10000,1416,3,1710
1558,10000,1118,4,1710
1559,10000,5547,3,1710
1560,10000,4861,3,1710
1561,10000,2368,3,1710
1562,10000,2243,3,1710
1563,10000,2292,3,1710
1564,10000,2395,3,1710
1565,10000,4451,3,1710
1566,10000,1416,4,1720
1567,10000,5547,3,1720
1568,10000,4861,3,1720
1569,10000,2368,3,1720
1570,10000,2243,3,1720
1571,10000,2292,4,1720
1572,10000,2395,4,1720
1573,10000,4451,3,1720
1574,10000,1416,4,1730
1575,10000,1118,4,1730
1576,10000,5547,3,1730
1577,10000,4861,4,1730
1578,10000,2368,3,1730
1579,10000,2243,3,1730
1580,10000,2292,3,1730
1581,10000,2395,4,1730
1582,10000,4451,3,1730
1583,10000,1416,4,1740
1584,10000,1118,4,1740
1585,10000,5547,3,1740
1586,10000,4861,3,1740
1587,10000,2368,4,1740
1588,10000,2243,4,1740
1589,10000,2292,4,1740
1590,10000,2395,3,1740
1591,10000,4451,3,1740
1592,10000,1416,4,1750
1593,10000,5547,3,1750
1594,10000,4861,3,1750
1595,10000,2368,4,1750
1596,10000,2243,3,1750
1597,10000,2292,4,1750
1598,10000,2395,3,1750
1599,10000,4451,3,1750
1600,10000,1416,4,1760
1601,10000,1118,5,1760
1602,10000,5547,3,1760
1603,10000,4861,3,1760
1604,10000,2368,4,1760
1605,10000,2243,4,1760
1606,10000,2292,4,1760
1607,10000,2395,3,1760
1608,10000,4451,3,1760
1609,10000,1416,3,1770
1610,10000,5547,3,1770
1611,10000,4861,4,1770
1612,10000,2368,3,1770
1613,10000,2243,4,1770
1614,10000,2292,4,1770
1615,10000,2395,3,1770
1616,10000,4451,3,1770
1617,10000,1416,4,1780
1618,10000,5547,3,1780
1619,10000,4861,3,1780
1620,10000,2368,5,1780
1621,10000,2243,3,1780
1622,10000,2292,3,1780
1623,10000,2395,3,1780
1624,10000,4451,3,1780
1625,10000,1416,4,1790
1626,10000,5547,2,1790
1627,10000,4861,3,1790
1628,10000,2368,3,1790
1629,10000,2243,3,1790
1630,10000,2292,3,1790
1631,10000,2395,4,1790
1632,10000,4451,3,1790
1633,10000,1416,8,1800
1634,10000,5547,3,1800
1635,10000,4861,3,1800
1636,10000,2368,3,1800
1637,10000,2243,4,1800
1638,10000,2292,4,1800
1639,10000,2395,4,1800
1640,10000,4451,3,1800
1641,10000,1416,4,1810
1642,10000,5547,3,1810
1643,10000,4861,3,1810
1644,10000,2368,4,1810
1645,10000,2243,4,1810
1646,10000,2292,4,1810
1647,10000,2395,3,1810
1648,10000,4451,3,1810
1649,10000,1416,5,1820
1650,10000,5547,3,1820
1651,10000,4861,3,1820
1652,10000,2368,4,1820
1653,10000,2243,4,1820
1654,10000,2292,4,1820
1655,10000,2395,4,1820
1656,10000,4451,3,1820
1657,10000,1416,5,1830
1658,10000,5547,3,1830
1659,10000,4861,3,1830
1660,10000,2368,3,1830
1661,10000,2243,3,1830
1662,10000,2292,4,1830
1663,10000,2395,4,1830
1664,10000,4451,2,1830
1665,10000,1416,4,1840
1666,10000,5547,3,1840
1667,10000,4861,3,1840
1668,10000,2368,3,1840
1669,10000,2243,3,1840
1670,10000,2292,4,1840
1671,10000,2395,4,1840
1672,10000,4451,3,1840
1673,10000,1416,3,1850
1674,10000,5547,3,1850
1675,10000,4861,3,1850
1676,10000,2368,4,1850
1677,10000,2243,4,1850
1678,10000,2292,5,1850
1679,10000,2395,4,1850
1680,10000,4451,3,1850
1681,10000,1416,4,1860
1682,10000,5547,3,1860
1683,10000,4861,3,1860
1684,10000,2368,4,1860
1685,10000,2243,4,1860
1686,10000,2292,4,1860
1687,10000,2395,4,1860
1688,10000,4451,4,1860
1689,10000,1416,4,1870
1690,10000,5547,3,1870
1691,10000,4861,3,1870
1692,10000,2368,4,1870
1693,10000,2243,3,1870
1694,10000,2292,3,1870
1695,10000,2395,5,1870
1696,10000,4451,3,1870
1697,10000,1416,4,1880
1698,10000,1118,8,1880
1699,10000,5547,3,1880
1700,10000,4861,3,1880
1701,10000,2368,4,1880
1702,10000,2243,3,1880
1703,10000,2292,4,1880
1704,10000,2395,3,1880
1705,10000,4451,3,1880
1706,10000,1416,4,1890
1707,10000,5547,3,1890
1708,10000,4861,3,1890
1709,10000,2368,4,1890
1710,10000,2243,3,1890
1711,10000,2292,4,1890
1712,10000,2395,4,1890
1713,10000,4451,3,1890
1714,10000,1416,5,1900
1715,10000,5547,3,1900
1716,10000,4861,3,1900
1717,10000,2368,4,1900
1718,10000,2243,3,1900
1719,10000,2292,3,1900
1720,10000,2395,4,1900
1721,10000,4451,3,1900
1722,10000,1416,4,1910
1723,10000,5547,3,1910
1724,10000,4861,3,1910
1725,10000,2368,4,1910
1726,10000,2243,3,1910
1727,10000,2292,3,1910
1728,10000,2395,4,1910
1729,10000,4451,3,1910
1730,10000,1416,4,1920
1731,10000,5547,3,1920
1732,10000,4861,3,1920
1733,10000,2368,3,1920
1734,10000,2243,4,1920
1735,10000,2292,4,1920
1736,10000,2395,4,1920
1737,10000,4451,3,1920
1738,10000,1416,4,1930
1739,10000,5547,3,1930
1740,10000,4861,3,1930
1741,10000,2368,3,1930
1742,10000,2243,4,1930
1743,10000,2292,4,1930
1744,10000,2395,3,1930
1745,10000,4451,3,1930
1746,10000,1416,4,1940
1747,10000,5547,2,1940
1748,10000,4861,3,1940
1749,10000,2368,3,1940
1750,10000,2243,3,1940
1751,10000,2292,4,1940
1752,10000,2395,4,1940
1753,10000,4451,3,1940
1754,10000,1416,4,1950
1755,10000,5547,2,1950
1756,10000,4861,3,1950
1757,10000,2368,4,1950
1758,10000,2243,4,1950
1759,10000,2292,4,1950
1760,10000,2395,4,1950
1761,10000,4451,3,1950
1762,10000,1416,4,1960
1763,10000,1118,6,1960
1764,10000,5547,3,1960
1765,10000,4861,4,1960
1766,10000,2368,4,1960
1767,10000,2243,3,1960
1768,10000,2292,4,1960
1769,10000,2395,4,1960
1770,10000,4451,3,1960
1771,10000,1416,4,1970
1772,10000,5547,2,1970
1773,10000,4861,4,1970
1774,10000,2368,3,1970
1775,10000,2243,3,1970
1776,10000,2292,4,1970
1777,10000,2395,4,1970
1778,10000,4451,3,1970
1779,10000,1416,5,1980
1780,10000,5547,3,1980
1781,10000,4861,3,1980
1782,10000,2368,4,1980
1783,10000,2243,4,1980
1784,10000,2292,4,1980
1785,10000,2395,3,1980
1786,10000,4451,3,1980
1787,10000,1416,4,1990
1788,10000,5547,4,1990
1789,10000,4861,3,1990
1790,10000,2368,3,1990
1791,10000,2243,4,1990
1792,10000,2292,4,1990
1793,10000,2395,4,1990
1794,10000,4451,3,1990
1795,10000,1416,4,2000
1796,10000,5547,3,2000
1797,10000,4861,4,2000
1798,10000,2368,4,2000
1799,10000,2243,3,2000
1800,10000,2292,5,2000
1801,10000,2395,3,2000
1802,10000,4451,3,2000
1803,10000,1416,5,2010
1804,10000,5547,3,2010
1805,10000,4861,3,2010
1806,10000,2368,3,2010
1807,10000,2243,4,2010
1808,10000,2292,3,2010
1809,10000,2395,3,2010
1810,10000,4451,3,2010
1811,10000,1416,5,2020
1812,10000,5547,3,2020
1813,10000,4861,3,2020
1814,10000,2368,3,2020
1815,10000,2243,4,2020
1816,10000,2292,4,2020
1817,10000,2395,4,2020
1818,10000,4451,4,2020
1819,10000,1416,4,2030
1820,10000,5547,3,2030
1821,10000,4861,3,2030
1822,10000,2368,4,2030
1823,10000,2243,4,2030
1824,10000,2292,4,2030
1825,10000,2395,3,2030
1826,10000,4451,3,2030
1827,10000,1416,4,2040
1828,10000,5547,3,2040
1829,10000,4861,3,2040
1830,10000,2368,3,2040
1831,10000,2243,4,2040
1832,10000,2292,4,2040
1833,10000,2395,4,2040
1834,10000,4451,3,2040
1835,10000,1416,4,2050
1836,10000,5547,3,2050
1837,10000,4861,3,2050
1838,10000,2368,4,2050
1839,10000,2243,4,2050
1840,10000,2292,4,2050
1841,10000,2395,4,2050
1842,10000,4451,3,2050
1843,10000,1416,5,2060
1844,10000,5547,3,2060
1845,10000,4861,3,2060
1846,10000,2368,4,2060
1847,10000,2243,4,2060
1848,10000,2292,4,2060
1849,10000,2395,4,2060
1850,10000,4451,3,2060
1851,10000,1416,6,2070
1852,10000,5547,3,2070
1853,10000,4861,3,2070
1854,10000,2368,3,2070
1855,10000,2243,8,2070
1856,10000,2292,4,2070
1857,10000,2395,3,2070
1858,10000,4451,3,2070
1859,10000,5547,3,2080
1860,10000,4861,3,2080
1861,10000,2368,4,2080
1862,10000,2243,4,2080
1863,10000,2292,3,2080
1864,10000,2395,4,2080
1865,10000,4451,3,2080
1866,10000,1416,6,2090
1867,10000,5547,3,2090
1868,10000,4861,4,2090
1869,10000,2368,4,2090
1870,10000,2243,3,2090
1871,10000,2292,4,2090
1872,10000,2395,4,2090
1873,10000,4451,3,2090
1874,10000,1416,5,2100
1875,10000,5547,3,2100
1876,10000,4861,3,2100
1877,10000,2368,3,2100
1878,10000,2243,4,2100
1879,10000,2292,4,2100
1880,10000,2395,4,2100
1881,10000,4451,3,2100
1882,10000,5547,3,2110
1883,10000,4861,3,2110
1884,10000,2368,4,2110
1885,10000,2243,3,2110
1886,10000,2292,4,2110
1887,10000,2395,4,2110
1888,10000,4451,3,2110
1889,10000,1416,4,2120
1890,10000,5547,4,2120
1891,10000,4861,3,2120
1892,10000,2368,3,2120
1893,10000,2243,5,2120
1894,10000,2292,4,2120
1895,10000,2395,4,2120
1896,10000,4451,3,2120
1897,10000,1416,3,2130
1898,10000,5547,3,2130
1899,10000,4861,3,2130
1900,10000,2368,4,2130
1901,10000,2243,3,2130
1902,10000,2292,5,2130
1903,10000,2395,4,2130
1904,10000,4451,3,2130
1905,10000,5547,3,2140
1906,10000,4861,3,2140
1907,10000,2368,4,2140
1908,10000,2243,4,2140
1909,10000,2292,3,2140
1910,10000,2395,3,2140
1911,10000,4451,4,2140
1912,10000,5547,3,2150
1913,10000,4861,3,2150
1914,10000,2368,4,2150
1915,10000,2243,7,2150
1916,10000,2292,6,2150
1917,10000,2395,5,2150
1918,10000,4451,3,2150
1919,10000,5547,3,2160
1920,10000,4861,3,2160
1921,10000,2368,3,2160
1922,10000,2243,4,2160
1923,10000,2292,4,2160
1924,10000,2395,4,2160
1925,10000,4451,3,2160
1926,10000,5547,3,2170
1927,10000,4861,3,2170
1928,10000,2368,4,2170
1929,10000,2243,3,2170
1930,10000,2292,4,2170
1931,10000,2395,3,2170
1932,10000,4451,3,2170
1933,10000,1416,5,2180
1934,10000,5547,3,2180
1935,10000,4861,3,2180
1936,10000,2368,4,2180
1937,10000,2243,4,2180
1938,10000,2292,4,2180
1939,10000,2395,4,2180
1940,10000,4451,3,2180
1941,10000,1416,5,2190
1942,10000,5547,3,2190
1943,10000,4861,3,2190
1944,10000,2368,5,2190
1945,10000,2243,4,2190
1946,10000,2292,4,2190
1947,10000,2395,3,2190
1948,10000,4451,3,2190
1949,10000,1416,4,2200
1950,10000,5547,3,2200
1951,10000,4861,3,2200
1952,10000,2368,4,2200
1953,10000,2243,4,2200
1954,10000,2292,5,2200
1955,10000,2395,4,2200
1956,10000,4451,4,2200
1957,10000,1416,5,2210
1958,10000,5547,3,2210
1959,10000,4861,3,2210
1960,10000,2368,4,2210
1961,10000,2243,4,2210
1962,10000,2292,4,2210
1963,10000,2395,3,2210
1964,10000,4451,3,2210
1965,10000,5547,3,2220
1966,10000,4861,3,2220
1967,10000,2368,3,2220
1968,10000,2243,4,2220
1969,10000,2292,6,2220
1970,10000,2395,5,2220
1971,10000,4451,3,2220
1972,10000,1416,5,2230
1973,10000,5547,3,2230
1974,10000,4861,3,2230
1975,10000,2368,4,2230
1976,10000,2243,3,2230
1977,10000,2292,4,2230
1978,10000,2395,4,2230
1979,10000,4451,3,2230
1980,10000,1416,4,2240
1981,10000,5547,3,2240
1982,10000,4861,3,2240
1983,10000,2368,4,2240
1984,10000,2243,5,2240
1985,10000,2292,4,2240
1986,10000,2395,4,2240
1987,10000,4451,3,2240
1988,10000,1416,5,2250
1989,10000,5547,3,2250
1990,10000,4861,3,2250
1991,10000,2368,4,2250
1992,10000,2243,4,2250
1993,10000,2292,4,2250
1994,10000,2395,3,2250
1995,10000,4451,3,2250
1996,10000,1416,6,2260
1997,10000,5547,3,2260
1998,10000,4861,3,2260
1999,10000,2368,3,2260
2000,10000,2243,4,2260
2001,10000,2292,3,2260
2002,10000,2395,3,2260
2003,10000,4451,3,2260
2004,10000,5547,3,2270
2005,10000,4861,3,2270
2006,10000,2368,4,2270
2007,10000,2243,4,2270
2008,10000,2292,4,2270
2009,10000,2395,4,2270
2010,10000,4451,3,2270
2011,10000,5547,3,2280
2012,10000,4861,3,2280
2013,10000,2368,4,2280
2014,10000,2243,4,2280
2015,10000,2292,4,2280
2016,10000,2395,4,2280
2017,10000,4451,4,2280
2018,10000,1416,6,2290
2019,10000,5547,3,2290
2020,10000,4861,3,2290
2021,10000,2368,5,2290
2022,10000,2243,4,2290
2023,10000,2292,4,2290
2024,10000,2395,3,2290
2025,10000,4451,3,2290
2026,10000,5547,4,2300
2027,10000,4861,3,2300
2028,10000,2368,4,2300
2029,10000,2243,4,2300
2030,10000,2292,4,2300
2031,10000,2395,3,2300
2032,10000,4451,3,2300
2033,10000,1416,5,2310
2034,10000,5547,3,2310
2035,10000,4861,3,2310
2036,10000,2368,3,2310
2037,10000,2243,4,2310
2038,10000,2292,4,2310
2039,10000,2395,4,2310
2040,10000,4451,3,2310
2041,10000,5547,3,2320
2042,10000,4861,3,2320
2043,10000,2368,4,2320
2044,10000,2243,4,2320
2045,10000,2292,5,2320
2046,10000,2395,4,2320
2047,10000,4451,3,2320
2048,10000,1416,5,2330
2049,10000,5547,3,2330
2050,10000,4861,3,2330
2051,10000,2368,4,2330
2052,10000,2243,4,2330
2053,10000,2292,4,2330
2054,10000,2395,3,2330
2055,10000,4451,3,2330
2056,10000,5547,3,2340
2057,10000,4861,4,2340
2058,10000,2368,5,2340
2059,10000,2243,4,2340
2060,10000,2292,3,2340
2061,10000,2395,3,2340
2062,10000,4451,3,2340
2063,10000,5547,3,2350
2064,10000,4861,3,2350
2065,10000,2368,4,2350
2066,10000,2243,3,2350
2067,10000,2292,3,2350
2068,10000,2395,4,2350
2069,10000,4451,3,2350
2070,10000,5547,3,2360
2071,10000,4861,3,2360
2072,10000,2368,3,2360
2073,10000,2243,4,2360
2074,10000,2292,4,2360
2075,10000,2395,3,2360
2076,10000,4451,3,2360
2077,10000,1416,5,2370
2078,10000,5547,3,2370
2079,10000,4861,3,2370
2080,10000,2368,3,2370
2081,10000,2243,3,2370
2082,10000,2292,4,2370
2083,10000,2395,4,2370
2084,10000,4451,3,2370
2085,10000,1416,4,2380
2086,10000,5547,3,2380
2087,10000,4861,4,2380
2088,10000,2368,3,2380
2089,10000,2243,4,2380
2090,10000,2292,5,2380
2091,10000,2395,4,2380
2092,10000,4451,4,2380
2093,10000,1416,5,2390
2094,10000,5547,3,2390
2095,10000,4861,4,2390
2096,10000,2368,4,2390
2097,10000,2243,3,2390
2098,10000,2292,3,2390
2099,10000,2395,4,2390
2100,10000,4451,3,2390
2101,10000,5547,3,2400
2102,10000,4861,3,2400
2103,10000,2368,4,2400
2104,10000,2243,5,2400
2105,10000,2292,3,2400
2106,10000,2395,4,2400
2107,10000,4451,3,2400
2108,10000,5547,3,2410
2109,10000,4861,3,2410
2110,10000,2368,5,2410
2111,10000,2243,5,2410
2112,10000,2292,3,2410
2113,10000,2395,3,2410
2114,10000,4451,3,2410
2115,10000,1416,5,2420
2116,10000,5547,3,2420
2117,10000,4861,4,2420
2118,10000,2368,4,2420
2119,10000,2243,4,2420
2120,10000,2292,3,2420
2121,10000,2395,4,2420
2122,10000,4451,3,2420
2123,10000,1416,5,2430
2124,10000,5547,3,2430
2125,10000,4861,3,2430
2126,10000,2368,4,2430
2127,10000,2243,4,2430
2128,10000,2292,4,2430
2129,10000,2395,4,2430
2130,10000,4451,3,2430
2131,10000,5547,3,2440
2132,10000,4861,3,2440
2133,10000,2368,5,2440
2134,10000,2243,3,2440
2135,10000,2292,4,2440
