,vertices,delta,runtime,deltafactor,seed,attempt
2414,1000,0,0,1600,27,8
2415,10000,0,0,1600,127,27
2416,1000,0,0,1600,27,9
2417,10000,0,0,1600,127,28
2418,1000,0,0,1600,27,10
2419,10000,0,0,1600,127,29
2420,10000,723,5,1600,127,30
2421,10000,1508,3,1600,128,0
2422,10000,1755,4,1600,129,0
2423,10000,3256,4,1600,130,0
2424,10000,1705,3,1600,131,0
2425,10000,1794,3,1600,132,0
2426,1000,0,0,1600,27,11
2427,10000,0,0,1600,133,0
2428,10000,1166,4,1600,133,1
2429,10000,2501,3,1600,134,0
2430,10000,4889,3,1600,135,0
2431,1000,0,0,1600,27,12
2432,10000,0,0,1600,136,0
2433,1000,0,0,1600,27,13
2434,10000,0,0,1600,136,1
2435,1000,0,0,1600,27,14
2436,10000,0,0,1600,136,2
2437,1000,0,0,1600,27,15
2438,10000,0,0,1600,136,3
2439,1000,0,0,1600,27,16
2440,10000,0,0,1600,136,4
2441,1000,0,0,1600,27,17
2442,10000,0,0,1600,136,5
2443,1000,0,0,1600,27,18
2444,10000,0,0,1600,136,6
2445,1000,0,0,1600,27,19
2446,10000,0,0,1600,136,7
2447,1000,0,0,1600,27,20
2448,10000,0,0,1600,136,8
2449,1000,0,0,1600,27,21
2450,10000,0,0,1600,136,9
2451,1000,0,0,1600,27,22
2452,10000,0,0,1600,136,10
2453,1000,0,0,1600,27,23
2454,10000,0,0,1600,136,11
2455,1000,0,0,1600,27,24
2456,10000,0,0,1600,136,12
2457,1000,0,0,1600,27,25
2458,10000,0,0,1600,136,13
2459,1000,0,0,1600,27,26
2460,10000,0,0,1600,136,14
2461,1000,0,0,1600,27,27
2462,10000,0,0,1600,136,15
2463,1000,0,0,1600,27,28
2464,10000,0,0,1600,136,16
2465,1000,0,0,1600,27,29
2466,10000,0,0,1600,136,17
2467,1000,0,0,1600,27,30
2468,10000,0,0,1600,136,18
2469,1000,0,0,1600,27,31
2470,10000,0,0,1600,136,19
2471,1000,0,0,1600,27,32
2472,10000,0,0,1600,136,20
2473,1000,0,0,1600,27,33
2474,10000,0,0,1600,136,21
2475,1000,0,0,1600,27,34
2476,10000,0,0,1600,136,22
2477,1000,0,0,1600,27,35
2478,10000,0,0,1600,136,23
2479,1000,0,0,1600,27,36
2480,10000,0,0,1600,136,24
2481,1000,0,0,1600,27,37
2482,10000,0,0,1600,136,25
2483,1000,0,0,1600,27,38
2484,10000,0,0,1600,136,26
2485,1000,0,0,1600,27,39
2486,10000,0,0,1600,136,27
2487,1000,0,0,1600,27,40
2488,10000,0,0,1600,136,28
2489,1000,0,0,1600,27,41
2490,10000,0,0,1600,136,29
2491,1000,0,0,1600,27,42
2492,10000,0,0,1600,136,30
2493,1000,0,0,1600,27,43
2494,10000,0,0,1600,136,31
2495,1000,0,0,1600,27,44
2496,10000,0,0,1600,136,32
2497,1000,0,0,1600,27,45
2498,10000,0,0,1600,136,33
2499,1000,0,0,1600,27,46
2500,10000,0,0,1600,136,34
2501,1000,0,0,1600,27,47
2502,10000,0,0,1600,136,35
2503,1000,0,0,1600,27,48
2504,10000,0,0,1600,136,36
2505,1000,0,0,1600,27,49
2506,10000,0,0,1600,136,37
2507,1000,0,0,1600,27,50
2508,10000,0,0,1600,136,38
2509,1000,0,0,1600,27,51
2510,10000,0,0,1600,136,39
2511,1000,0,0,1600,27,52
2512,10000,0,0,1600,136,40
2513,1000,0,0,1600,27,53
2514,10000,0,0,1600,136,41
2515,1000,0,0,1600,27,54
2516,10000,0,0,1600,136,42
2517,1000,0,0,1600,27,55
2518,10000,0,0,1600,136,43
2519,1000,0,0,1600,27,56
2520,10000,0,0,1600,136,44
2521,1000,0,0,1600,27,57
2522,10000,0,0,1600,136,45
2523,1000,0,0,1600,27,58
2524,10000,0,0,1600,136,46
2525,1000,0,0,1600,27,59
2526,10000,0,0,1600,136,47
2527,1000,0,0,1600,27,60
2528,10000,0,0,1600,136,48
2529,1000,0,0,1600,27,61
2530,10000,0,0,1600,136,49
2531,1000,0,0,1600,27,62
2532,10000,0,0,1600,136,50
2533,1000,0,0,1600,27,63
2534,10000,0,0,1600,136,51
2535,1000,0,0,1600,27,64
2536,10000,0,0,1600,136,52
2537,1000,0,0,1600,27,65
2538,10000,0,0,1600,136,53
2539,1000,0,0,1600,27,66
2540,10000,0,0,1600,136,54
2541,1000,0,0,1600,27,67
2542,10000,0,0,1600,136,55
2543,1000,0,0,1600,27,68
2544,10000,0,0,1600,136,56
2545,1000,0,0,1600,27,69
2546,10000,0,0,1600,136,57
2547,1000,0,0,1600,27,70
2548,10000,0,0,1600,136,58
2549,1000,0,0,1600,27,71
2550,10000,0,0,1600,136,59
2551,1000,0,0,1600,27,72
2552,10000,0,0,1600,136,60
2553,1000,0,0,1600,27,73
2554,10000,0,0,1600,136,61
2555,1000,0,0,1600,27,74
2556,10000,0,0,1600,136,62
2557,1000,0,0,1600,27,75
2558,10000,0,0,1600,136,63
2559,1000,0,0,1600,27,76
2560,10000,0,0,1600,136,64
2561,1000,0,0,1600,27,77
2562,10000,0,0,1600,136,65
2563,1000,0,0,1600,27,78
2564,10000,0,0,1600,136,66
2565,1000,0,0,1600,27,79
2566,10000,0,0,1600,136,67
2567,1000,0,0,1600,27,80
2568,10000,0,0,1600,136,68
2569,1000,0,0,1600,27,81
2570,10000,0,0,1600,136,69
2571,1000,0,0,1600,27,82
2572,10000,0,0,1600,136,70
2573,1000,0,0,1600,27,83
2574,10000,0,0,1600,136,71
2575,1000,0,0,1600,27,84
2576,10000,0,0,1600,136,72
2577,1000,0,0,1600,27,85
2578,10000,0,0,1600,136,73
2579,1000,0,0,1600,27,86
2580,10000,0,0,1600,136,74
2581,1000,0,0,1600,27,87
2582,10000,0,0,1600,136,75
2583,1000,0,0,1600,27,88
2584,10000,0,0,1600,136,76
2585,1000,0,0,1600,27,89
2586,10000,0,0,1600,136,77
2587,1000,0,0,1600,27,90
2588,10000,0,0,1600,136,78
2589,1000,0,0,1600,27,91
2590,10000,0,0,1600,136,79
2591,1000,0,0,1600,27,92
2592,10000,0,0,1600,136,80
2593,1000,0,0,1600,27,93
2594,10000,0,0,1600,136,81
2595,1000,0,0,1600,27,94
2596,10000,0,0,1600,136,82
2597,1000,0,0,1600,27,95
2598,10000,0,0,1600,136,83
2599,1000,0,0,1600,27,96
2600,10000,0,0,1600,136,84
2601,1000,0,0,1600,27,97
2602,10000,0,0,1600,136,85
2603,1000,0,0,1600,27,98
2604,10000,0,0,1600,136,86
2605,1000,0,0,1600,27,99
2606,10000,0,0,1600,136,87
2607,1000,0,0,1600,28,0
2608,10000,0,0,1600,136,88
2609,1000,0,0,1600,28,1
2610,10000,0,0,1600,136,89
2611,1000,0,0,1600,28,2
2612,10000,0,0,1600,136,90
2613,1000,0,0,1600,28,3
2614,10000,0,0,1600,136,91
2615,1000,0,0,1600,28,4
2616,10000,0,0,1600,136,92
2617,1000,0,0,1600,28,5
2618,10000,0,0,1600,136,93
2619,1000,0,0,1600,28,6
2620,10000,0,0,1600,136,94
2621,1000,0,0,1600,28,7
2622,10000,0,0,1600,136,95
2623,1000,0,0,1600,28,8
2624,10000,0,0,1600,136,96
2625,1000,0,0,1600,28,9
2626,10000,0,0,1600,136,97
2627,1000,0,0,1600,28,10
2628,10000,0,0,1600,136,98
2629,1000,0,0,1600,28,11
2630,10000,0,0,1600,136,99
2631,1000,0,0,1600,28,12
2632,10000,0,0,1600,137,0
2633,1000,0,0,1600,28,13
2634,10000,0,0,1600,137,1
2635,1000,0,0,1600,28,14
2636,10000,0,0,1600,137,2
2637,10000,881,4,1600,137,3
2638,10000,1390,4,1600,138,0
2639,10000,1770,4,1600,139,0
2640,10000,1679,4,1600,140,0
2641,1000,0,0,1600,28,15
2642,10000,0,0,1600,141,0
2643,1000,0,0,1600,28,16
2644,10000,0,0,1600,141,1
2645,1000,0,0,1600,28,17
2646,10000,0,0,1600,141,2
2647,1000,0,0,1600,28,18
2648,10000,0,0,1600,141,3
2649,1000,0,0,1600,28,19
2650,10000,0,0,1600,141,4
2651,1000,0,0,1600,28,20
2652,10000,0,0,1600,141,5
2653,1000,0,0,1600,28,21
2654,10000,0,0,1600,141,6
2655,1000,0,0,1600,28,22
2656,10000,0,0,1600,141,7
2657,1000,0,0,1600,28,23
2658,10000,0,0,1600,141,8
2659,1000,0,0,1600,28,24
2660,10000,0,0,1600,141,9
2661,1000,0,0,1600,28,25
2662,10000,0,0,1600,141,10
2663,1000,0,0,1600,28,26
2664,10000,0,0,1600,141,11
2665,1000,0,0,1600,28,27
2666,10000,0,0,1600,141,12
2667,1000,0,0,1600,28,28
2668,10000,0,0,1600,141,13
2669,1000,0,0,1600,28,29
2670,10000,0,0,1600,141,14
2671,1000,0,0,1600,28,30
2672,10000,0,0,1600,141,15
2673,10000,1062,5,1600,141,16
2674,10000,6121,3,1600,142,0
2675,1000,0,0,1600,28,31
2676,10000,0,0,1600,143,0
2677,10000,1332,4,1600,143,1
2678,1000,0,0,1600,28,32
2679,10000,0,0,1600,144,0
2680,10000,1483,4,1600,144,1
2681,1000,0,0,1600,28,33
2682,10000,0,0,1600,145,0
2683,1000,0,0,1600,28,34
2684,10000,0,0,1600,145,1
2685,10000,1103,4,1600,145,2
2686,10000,1137,4,1600,146,0
2687,1000,0,0,1600,28,35
2688,10000,0,0,1600,147,0
2689,1000,0,0,1600,28,36
2690,10000,0,0,1600,147,1
2691,1000,0,0,1600,28,37
2692,10000,0,0,1600,147,2
2693,1000,0,0,1600,28,38
2694,10000,0,0,1600,147,3
2695,1000,0,0,1600,28,39
2696,10000,0,0,1600,147,4
2697,10000,1118,4,1600,147,5
2698,10000,1068,5,1600,148,0
2699,1000,0,0,1600,28,40
2700,10000,0,0,1600,149,0
2701,1000,0,0,1600,28,41
2702,10000,0,0,1600,149,1
2703,1000,0,0,1600,28,42
2704,10000,0,0,1600,149,2
2705,1000,0,0,1600,28,43
2706,10000,0,0,1600,149,3
2707,1000,0,0,1600,28,44
2708,10000,0,0,1600,149,4
2709,1000,0,0,1600,28,45
2710,10000,0,0,1600,149,5
2711,1000,0,0,1600,28,46
2712,10000,0,0,1600,149,6
2713,1000,0,0,1600,28,47
2714,10000,0,0,1600,149,7
2715,1000,0,0,1600,28,48
2716,10000,0,0,1600,149,8
2717,1000,0,0,1600,28,49
2718,10000,0,0,1600,149,9
2719,1000,0,0,1600,28,50
2720,10000,0,0,1600,149,10
2721,1000,0,0,1600,28,51
2722,10000,0,0,1600,149,11
2723,1000,0,0,1600,28,52
2724,10000,0,0,1600,149,12
2725,1000,0,0,1600,28,53
2726,10000,0,0,1600,149,13
2727,1000,0,0,1600,28,54
2728,10000,0,0,1600,149,14
2729,10000,1063,5,1600,149,15
2730,1000,0,0,1600,28,55
2731,10000,0,0,1600,150,0
2732,1000,0,0,1600,28,56
2733,10000,0,0,1600,150,1
2734,1000,0,0,1600,28,57
2735,10000,0,0,1600,150,2
2736,10000,1226,5,1600,150,3
2737,10000,978,6,1600,151,0
2738,10000,5061,3,1600,152,0
2739,10000,1361,3,1600,153,0
2740,1000,0,0,1600,28,58
2741,10000,0,0,1600,154,0
2742,10000,1241,4,1600,154,1
2743,10000,1184,6,1600,155,0
2744,1000,0,0,1600,28,59
2745,10000,0,0,1600,156,0
2746,1000,0,0,1600,28,60
2747,10000,0,0,1600,156,1
2748,1000,0,0,1600,28,61
2749,10000,0,0,1600,156,2
2750,1000,0,0,1600,28,62
2751,10000,0,0,1600,156,3
2752,1000,0,0,1600,28,63
2753,10000,0,0,1600,156,4
2754,1000,0,0,1600,28,64
2755,10000,0,0,1600,156,5
2756,1000,0,0,1600,28,65
2757,10000,0,0,1600,156,6
2758,1000,0,0,1600,28,66
2759,10000,0,0,1600,156,7
2760,1000,0,0,1600,28,67
2761,10000,0,0,1600,156,8
2762,1000,0,0,1600,28,68
2763,10000,0,0,1600,156,9
2764,1000,0,0,1600,28,69
2765,10000,0,0,1600,156,10
2766,1000,0,0,1600,28,70
2767,10000,0,0,1600,156,11
2768,1000,0,0,1600,28,71
2769,10000,0,0,1600,156,12
2770,1000,0,0,1600,28,72
2771,10000,0,0,1600,156,13
2772,1000,0,0,1600,28,73
2773,10000,0,0,1600,156,14
2774,1000,0,0,1600,28,74
2775,10000,0,0,1600,156,15
2776,1000,0,0,1600,28,75
2777,10000,0,0,1600,156,16
2778,1000,0,0,1600,28,76
2779,10000,0,0,1600,156,17
2780,1000,0,0,1600,28,77
2781,10000,0,0,1600,156,18
2782,1000,0,0,1600,28,78
2783,10000,0,0,1600,156,19
2784,1000,0,0,1600,28,79
2785,10000,0,0,1600,156,20
2786,1000,0,0,1600,28,80
2787,10000,0,0,1600,156,21
2788,1000,0,0,1600,28,81
2789,10000,0,0,1600,156,22
2790,1000,0,0,1600,28,82
2791,10000,0,0,1600,156,23
2792,1000,0,0,1600,28,83
2793,10000,0,0,1600,156,24
2794,1000,0,0,1600,28,84
2795,10000,0,0,1600,156,25
2796,1000,0,0,1600,28,85
2797,10000,0,0,1600,156,26
2798,1000,0,0,1600,28,86
2799,10000,0,0,1600,156,27
2800,1000,0,0,1600,28,87
2801,10000,0,0,1600,156,28
2802,1000,0,0,1600,28,88
2803,10000,0,0,1600,156,29
2804,1000,0,0,1600,28,89
2805,10000,0,0,1600,156,30
2806,1000,0,0,1600,28,90
2807,10000,0,0,1600,156,31
2808,1000,0,0,1600,28,91
2809,10000,0,0,1600,156,32
2810,1000,0,0,1600,28,92
2811,10000,0,0,1600,156,33
2812,1000,0,0,1600,28,93
2813,10000,0,0,1600,156,34
2814,1000,0,0,1600,28,94
2815,10000,0,0,1600,156,35
2816,1000,0,0,1600,28,95
2817,10000,0,0,1600,156,36
2818,1000,0,0,1600,28,96
2819,10000,0,0,1600,156,37
2820,1000,0,0,1600,28,97
2821,10000,0,0,1600,156,38
2822,1000,0,0,1600,28,98
2823,10000,0,0,1600,156,39
2824,1000,0,0,1600,28,99
2825,10000,0,0,1600,156,40
2826,1000,0,0,1600,29,0
2827,10000,0,0,1600,156,41
2828,1000,0,0,1600,29,1
2829,10000,0,0,1600,156,42
2830,1000,0,0,1600,29,2
2831,10000,0,0,1600,156,43
2832,1000,0,0,1600,29,3
2833,10000,0,0,1600,156,44
2834,1000,0,0,1600,29,4
2835,1000,332,6,1600,29,5
2836,10000,0,0,1600,156,45
2837,1000,0,0,1600,30,0
2838,10000,0,0,1600,156,46
2839,1000,0,0,1600,30,1
2840,10000,0,0,1600,156,47
2841,1000,0,0,1600,30,2
2842,10000,0,0,1600,156,48
2843,1000,0,0,1600,30,3
2844,10000,0,0,1600,156,49
2845,1000,0,0,1600,30,4
2846,10000,0,0,1600,156,50
2847,1000,0,0,1600,30,5
2848,1000,315,5,1600,30,6
2849,1000,523,3,1600,31,0
2850,1000,511,5,1600,32,0
2851,10000,0,0,1600,156,51
2852,1000,0,0,1600,33,0
2853,10000,0,0,1600,156,52
2854,1000,0,0,1600,33,1
2855,10000,0,0,1600,156,53
2856,1000,0,0,1600,33,2
2857,10000,0,0,1600,156,54
2858,1000,0,0,1600,33,3
2859,10000,0,0,1600,156,55
2860,1000,0,0,1600,33,4
2861,10000,0,0,1600,156,56
2862,1000,0,0,1600,33,5
2863,10000,0,0,1600,156,57
2864,1000,0,0,1600,33,6
2865,10000,0,0,1600,156,58
2866,1000,0,0,1600,33,7
2867,10000,0,0,1600,156,59
2868,1000,0,0,1600,33,8
2869,10000,0,0,1600,156,60
2870,1000,0,0,1600,33,9
2871,10000,0,0,1600,156,61
2872,1000,0,0,1600,33,10
2873,10000,0,0,1600,156,62
2874,1000,0,0,1600,33,11
2875,10000,0,0,1600,156,63
2876,1000,0,0,1600,33,12
2877,10000,0,0,1600,156,64
2878,1000,0,0,1600,33,13
2879,10000,0,0,1600,156,65
2880,1000,0,0,1600,33,14
2881,10000,0,0,1600,156,66
2882,1000,0,0,1600,33,15
2883,10000,0,0,1600,156,67
2884,1000,0,0,1600,33,16
2885,10000,0,0,1600,156,68
2886,1000,0,0,1600,33,17
2887,10000,0,0,1600,156,69
2888,1000,0,0,1600,33,18
2889,10000,0,0,1600,156,70
2890,1000,0,0,1600,33,19
2891,10000,0,0,1600,156,71
2892,1000,0,0,1600,33,20
2893,10000,0,0,1600,156,72
2894,1000,0,0,1600,33,21
2895,10000,0,0,1600,156,73
2896,1000,0,0,1600,33,22
2897,10000,0,0,1600,156,74
2898,1000,0,0,1600,33,23
2899,10000,0,0,1600,156,75
2900,1000,0,0,1600,33,24
2901,10000,0,0,1600,156,76
2902,1000,0,0,1600,33,25
2903,10000,0,0,1600,156,77
2904,1000,0,0,1600,33,26
2905,10000,0,0,1600,156,78
2906,1000,0,0,1600,33,27
2907,10000,0,0,1600,156,79
2908,1000,0,0,1600,33,28
2909,10000,0,0,1600,156,80
2910,1000,0,0,1600,33,29
2911,10000,0,0,1600,156,81
2912,1000,0,0,1600,33,30
2913,10000,0,0,1600,156,82
2914,1000,0,0,1600,33,31
2915,10000,0,0,1600,156,83
2916,1000,0,0,1600,33,32
2917,10000,0,0,1600,156,84
2918,1000,0,0,1600,33,33
2919,10000,0,0,1600,156,85
2920,1000,0,0,1600,33,34
2921,10000,0,0,1600,156,86
2922,1000,0,0,1600,33,35
2923,10000,0,0,1600,156,87
2924,1000,0,0,1600,33,36
2925,10000,0,0,1600,156,88
2926,1000,0,0,1600,33,37
2927,10000,0,0,1600,156,89
2928,1000,0,0,1600,33,38
2929,10000,0,0,1600,156,90
2930,1000,0,0,1600,33,39
2931,10000,0,0,1600,156,91
2932,1000,0,0,1600,33,40
2933,10000,0,0,1600,156,92
2934,1000,0,0,1600,33,41
2935,10000,0,0,1600,156,93
2936,1000,0,0,1600,33,42
2937,10000,0,0,1600,156,94
2938,1000,0,0,1600,33,43
2939,10000,0,0,1600,156,95
2940,1000,0,0,1600,33,44
2941,10000,0,0,1600,156,96
2942,1000,0,0,1600,33,45
2943,10000,0,0,1600,156,97
2944,1000,0,0,1600,33,46
2945,10000,0,0,1600,156,98
2946,1000,0,0,1600,33,47
2947,10000,0,0,1600,156,99
2948,10000,1124,5,1600,157,0
2949,10000,2347,3,1600,158,0
2950,10000,1837,3,1600,159,0
2951,10000,931,7,1600,160,0
2952,1000,0,0,1600,33,48
2953,10000,0,0,1600,161,0
2954,10000,2321,4,1600,161,1
2955,1000,0,0,1600,33,49
2956,10000,0,0,1600,162,0
2957,1000,0,0,1600,33,50
2958,10000,0,0,1600,162,1
2959,1000,0,0,1600,33,51
2960,10000,0,0,1600,162,2
2961,1000,0,0,1600,33,52
2962,10000,0,0,1600,162,3
2963,1000,0,0,1600,33,53
2964,10000,0,0,1600,162,4
2965,1000,0,0,1600,33,54
2966,10000,0,0,1600,162,5
2967,1000,0,0,1600,33,55
2968,10000,0,0,1600,162,6
2969,1000,0,0,1600,33,56
2970,10000,0,0,1600,162,7
2971,1000,0,0,1600,33,57
2972,10000,0,0,1600,162,8
2973,1000,0,0,1600,33,58
2974,10000,0,0,1600,162,9
2975,1000,0,0,1600,33,59
2976,10000,0,0,1600,162,10
2977,1000,0,0,1600,33,60
2978,10000,0,0,1600,162,11
2979,1000,0,0,1600,33,61
2980,10000,0,0,1600,162,12
2981,1000,0,0,1600,33,62
2982,10000,0,0,1600,162,13
2983,1000,0,0,1600,33,63
2984,10000,0,0,1600,162,14
2985,1000,0,0,1600,33,64
2986,10000,0,0,1600,162,15
2987,1000,0,0,1600,33,65
2988,10000,0,0,1600,162,16
2989,1000,0,0,1600,33,66
2990,10000,0,0,1600,162,17
2991,1000,0,0,1600,33,67
2992,10000,0,0,1600,162,18
2993,1000,0,0,1600,33,68
2994,10000,0,0,1600,162,19
2995,1000,0,0,1600,33,69
2996,10000,0,0,1600,162,20
2997,1000,0,0,1600,33,70
2998,10000,0,0,1600,162,21
2999,1000,0,0,1600,33,71
3000,10000,0,0,1600,162,22
3001,10000,1038,8,1600,162,23
3002,10000,2085,4,1600,163,0
3003,10000,4860,3,1600,164,0
3004,10000,1325,4,1600,165,0
3005,1000,0,0,1600,33,72
3006,10000,0,0,1600,166,0
3007,1000,0,0,1600,33,73
3008,10000,0,0,1600,166,1
3009,1000,0,0,1600,33,74
3010,10000,0,0,1600,166,2
3011,10000,1262,4,1600,166,3
3012,10000,5129,2,1600,167,0
3013,10000,2281,3,1600,168,0
3014,10000,3135,3,1600,169,0
3015,10000,2370,4,1600,170,0
3016,10000,2965,3,1600,171,0
3017,10000,2291,3,1600,172,0
3018,10000,3707,3,1600,173,0
3019,10000,3235,3,1600,174,0
3020,10000,2694,3,1600,175,0
3021,10000,1802,4,1600,176,0
3022,10000,2913,5,1600,177,0
3023,10000,1483,4,1600,178,0
3024,10000,3294,3,1600,179,0
3025,10000,4451,2,1600,180,0
3026,10000,3573,3,1600,181,0
3027,1000,0,0,1600,33,75
3028,10000,0,0,1600,182,0
3029,1000,0,0,1600,33,76
3030,10000,0,0,1600,182,1
3031,1000,0,0,1600,33,77
3032,10000,0,0,1600,182,2
3033,1000,0,0,1600,33,78
3034,10000,0,0,1600,182,3
3035,1000,0,0,1600,33,79
3036,10000,0,0,1600,182,4
3037,1000,0,0,1600,33,80
3038,10000,0,0,1600,182,5
3039,1000,0,0,1600,33,81
3040,10000,936,4,1600,182,6
3041,10000,1653,4,1600,183,0
3042,10000,1498,4,1600,184,0
3043,10000,3411,4,1600,185,0
3044,10000,1915,3,1600,186,0
3045,10000,1866,4,1600,187,0
3046,10000,2859,3,1600,188,0
3047,1000,0,0,1600,33,82
3048,10000,0,0,1600,189,0
3049,1000,0,0,1600,33,83
3050,10000,0,0,1600,189,1
3051,1000,0,0,1600,33,84
3052,10000,0,0,1600,189,2
3053,1000,0,0,1600,33,85
3054,10000,0,0,1600,189,3
3055,1000,0,0,1600,33,86
3056,10000,0,0,1600,189,4
3057,1000,0,0,1600,33,87
3058,10000,0,0,1600,189,5
3059,1000,0,0,1600,33,88
3060,10000,0,0,1600,189,6
3061,1000,0,0,1600,33,89
3062,10000,0,0,1600,189,7
3063,1000,0,0,1600,33,90
3064,10000,0,0,1600,189,8
3065,1000,0,0,1600,33,91
3066,10000,0,0,1600,189,9
3067,1000,0,0,1600,33,92
3068,10000,0,0,1600,189,10
3069,1000,0,0,1600,33,93
3070,10000,0,0,1600,189,11
3071,1000,0,0,1600,33,94
3072,10000,0,0,1600,189,12
3073,1000,0,0,1600,33,95
3074,10000,0,0,1600,189,13
3075,1000,0,0,1600,33,96
3076,10000,0,0,1600,189,14
3077,1000,0,0,1600,33,97
3078,10000,0,0,1600,189,15
3079,1000,0,0,1600,33,98
3080,10000,0,0,1600,189,16
3081,1000,0,0,1600,33,99
3082,10000,0,0,1600,189,17
3083,1000,0,0,1600,34,0
3084,10000,0,0,1600,189,18
3085,1000,0,0,1600,34,1
3086,10000,0,0,1600,189,19
3087,1000,0,0,1600,34,2
3088,10000,0,0,1600,189,20
3089,1000,0,0,1600,34,3
3090,10000,0,0,1600,189,21
3091,1000,0,0,1600,34,4
3092,10000,0,0,1600,189,22
3093,10000,813,6,1600,189,23
3094,1000,0,0,1600,34,5
3095,10000,0,0,1600,190,0
3096,1000,0,0,1600,34,6
3097,10000,0,0,1600,190,1
3098,1000,0,0,1600,34,7
3099,10000,0,0,1600,190,2
3100,1000,0,0,1600,34,8
3101,10000,0,0,1600,190,3
3102,1000,0,0,1600,34,9
3103,10000,0,0,1600,190,4
3104,1000,0,0,1600,34,10
3105,10000,0,0,1600,190,5
3106,1000,0,0,1600,34,11
3107,10000,0,0,1600,190,6
3108,1000,0,0,1600,34,12
3109,10000,0,0,1600,190,7
3110,1000,0,0,1600,34,13
3111,10000,0,0,1600,190,8
3112,1000,0,0,1600,34,14
3113,10000,0,0,1600,190,9
3114,1000,0,0,1600,34,15
3115,10000,0,0,1600,190,10
3116,1000,0,0,1600,34,16
3117,10000,0,0,1600,190,11
3118,1000,0,0,1600,34,17
3119,10000,0,0,1600,190,12
3120,10000,909,4,1600,190,13
3121,10000,1555,4,1600,191,0
3122,10000,2267,3,1600,192,0
3123,10000,1047,4,1600,193,0
3124,10000,5144,3,1600,194,0
3125,10000,3665,3,1600,195,0
3126,10000,2163,3,1600,196,0
3127,1000,0,0,1600,34,18
3128,10000,0,0,1600,197,0
3129,10000,1220,4,1600,197,1
3130,1000,0,0,1600,34,19
3131,10000,0,0,1600,198,0
3132,1000,0,0,1600,34,20
3133,10000,0,0,1600,198,1
3134,1000,0,0,1600,34,21
3135,10000,0,0,1600,198,2
3136,1000,0,0,1600,34,22
3137,10000,0,0,1600,198,3
3138,1000,0,0,1600,34,23
3139,10000,0,0,1600,198,4
3140,1000,0,0,1600,34,24
3141,10000,0,0,1600,198,5
3142,1000,0,0,1600,34,25
3143,10000,0,0,1600,198,6
3144,1000,0,0,1600,34,26
3145,10000,0,0,1600,198,7
3146,1000,0,0,1600,34,27
3147,10000,0,0,1600,198,8
3148,1000,0,0,1600,34,28
3149,1000,348,4,1600,34,29
3150,10000,0,0,1600,198,9
3151,1000,0,0,1600,35,0
3152,10000,0,0,1600,198,10
3153,1000,0,0,1600,35,1
3154,10000,0,0,1600,198,11
3155,1000,0,0,1600,35,2
3156,10000,0,0,1600,198,12
3157,10000,861,5,1600,198,13
3158,1000,0,0,1600,35,3
3159,10000,0,0,1600,199,0
3160,1000,0,0,1600,35,4
3161,10000,0,0,1600,199,1
3162,1000,0,0,1600,35,5
3163,10000,0,0,1600,199,2
3164,1000,0,0,1600,35,6
3165,10000,0,0,1600,199,3
3166,10000,745,5,1600,199,4
3167,1000,0,0,1600,35,7
3168,1000,0,0,1600,35,8
3169,1000,0,0,1600,35,9
3170,1000,0,0,1600,35,10
3171,1000,0,0,1600,35,11
3172,1000,0,0,1600,35,12
3173,1000,0,0,1600,35,13
3174,1000,0,0,1600,35,14
3175,1000,0,0,1600,35,15
3176,1000,0,0,1600,35,16
3177,1000,0,0,1600,35,17
3178,1000,0,0,1600,35,18
3179,1000,0,0,1600,35,19
3180,1000,0,0,1600,35,20
3181,1000,0,0,1600,35,21
3182,1000,0,0,1600,35,22
3183,1000,0,0,1600,35,23
3184,1000,0,0,1600,35,24
3185,1000,0,0,1600,35,25
3186,1000,0,0,1600,35,26
3187,1000,0,0,1600,35,27
3188,1000,0,0,1600,35,28
3189,1000,0,0,1600,35,29
3190,1000,0,0,1600,35,30
3191,1000,0,0,1600,35,31
3192,1000,0,0,1600,35,32
3193,1000,0,0,1600,35,33
3194,1000,0,0,1600,35,34
3195,1000,0,0,1600,35,35
3196,1000,0,0,1600,35,36
3197,1000,0,0,1600,35,37
3198,1000,0,0,1600,35,38
3199,1000,0,0,1600,35,39
3200,1000,0,0,1600,35,40
3201,1000,0,0,1600,35,41
3202,1000,0,0,1600,35,42
3203,1000,0,0,1600,35,43
3204,1000,0,0,1600,35,44
3205,1000,0,0,1600,35,45
3206,1000,0,0,1600,35,46
3207,1000,0,0,1600,35,47
3208,1000,0,0,1600,35,48
3209,1000,0,0,1600,35,49
3210,1000,0,0,1600,35,50
3211,1000,0,0,1600,35,51
3212,1000,0,0,1600,35,52
3213,1000,0,0,1600,35,53
3214,1000,0,0,1600,35,54
3215,1000,0,0,1600,35,55
3216,1000,0,0,1600,35,56
3217,1000,0,0,1600,35,57
3218,1000,0,0,1600,35,58
3219,1000,0,0,1600,35,59
3220,1000,0,0,1600,35,60
3221,1000,0,0,1600,35,61
3222,1000,0,0,1600,35,62
3223,1000,0,0,1600,35,63
3224,1000,0,0,1600,35,64
3225,1000,0,0,1600,35,65
3226,1000,0,0,1600,35,66
3227,1000,0,0,1600,35,67
3228,1000,0,0,1600,35,68
3229,1000,0,0,1600,35,69
3230,1000,0,0,1600,35,70
3231,1000,0,0,1600,35,71
